Unit weight,Cohesion,Friction angle,Angle of slope,Height of slope,Pore water pressure,Safety factor,lin reg,poly_reg,rf,DST,SVR,knn,DL
20.0,0.0,25.0,20.0,28.0,0.35,1.37,1.43309561410942,1.2877331625954345,1.370000000000003,1.36,1.3390633756055499,1.37,1.3155824
18.0,5.0,30.0,20.0,8.0,0.3,2.05,1.5367277793651486,1.784173702358462,2.050000000000007,2.05,1.9540687404541284,2.05,2.0278277
18.84,57.46,20.0,20.0,30.5,0.0,2.045,1.515691836195932,1.8997531439274757,2.0450000000000017,2.0425,1.9839232937284972,2.045,2.1651247
25.0,120.0,45.0,53.0,120.0,0.0,1.3,1.5510347428032218,1.1996420444364555,1.3000000000000045,1.3,1.2388239871772784,1.3,1.1925849
26.0,150.05,45.0,50.0,200.0,0.0,1.2,1.580313979140606,1.1621407477331758,1.1999999999999962,1.2,1.2376619352005758,1.2,1.2503501
16.0,70.0,20.0,40.0,115.0,0.0,1.11,1.0772308395717443,1.3263235197595815,1.1100000000000052,1.11,1.1715479503684785,1.11,1.0146568
22.4,100.0,45.0,45.0,15.0,0.25,1.8,1.5861093629678034,2.484021315651626,1.7905263157894793,1.645,1.9933445658981572,1.8368694827656669,2.346375
27.3,14.0,31.0,41.0,110.0,0.25,1.25,1.3305442803286447,1.1640682639631996,1.25,1.25,1.2439269536727942,1.25,1.1208632
27.3,31.5,30.0,41.0,135.0,0.25,1.25,1.3048341241379744,1.2141195261780116,1.25,1.275,1.3113236860863418,1.25,1.3195504
27.3,16.8,28.0,50.0,90.5,0.25,1.25,1.1394934893528725,1.115743142100442,1.25,1.25,1.18853509371448,1.25,1.2796911
27.3,26.0,31.0,50.0,92.0,0.25,1.25,1.2041214601852104,1.134976887189704,1.25,1.25,1.1883416171312087,1.25,1.313539
22.4,10.0,35.0,30.0,10.0,0.25,2.0,1.5750304373279098,1.8083651040850852,2.0,1.8466666666666667,1.773192897356058,2.0,1.8129234
21.4,10.0,30.0,30.0,20.0,0.25,1.7,1.4508806734744617,1.5140332710090918,1.699999999999994,1.8466666666666667,1.4799941574973732,1.7,1.5052841
22.0,0.0,36.0,45.0,50.0,0.25,0.89,1.300896414982624,0.9780060876513345,0.889999999999997,0.88,0.8284961126574014,0.89,0.85414183
18.66,8.8,15.0,35.0,8.2,0.0,1.11,1.146525783833159,1.0098485965593587,1.1100000000000052,1.1,1.0486558057392368,1.11,1.0469197
28.4,9.8,35.0,35.0,100.0,0.0,1.78,1.648297458282975,1.6752751582903311,1.779999999999994,1.78,1.7833279016162535,1.78,1.7489916
25.96,50.0,45.0,50.0,200.0,0.0,1.2,1.5051587947113179,1.346361978280745,1.1999999999999962,1.2,1.2616381735354951,1.2,1.2281315
18.46,8.35,0.0,30.0,6.0,0.0,1.09,0.9323905911860397,0.963280494805305,1.0900000000000027,1.1,0.8752199909399414,1.09,0.9361591
21.36,3.35,30.0,30.0,20.0,0.0,1.7,1.5603494664221191,1.6300157985008987,1.699999999999994,1.7,1.5627097603161637,1.7,1.6095176
15.99,23.35,20.0,40.0,115.0,0.0,1.11,1.0423467751494115,0.9861646867215996,1.1100000000000052,1.08,1.0678345212348812,1.11,1.0596218
20.39,8.3,13.0,22.0,10.6,0.35,1.4,1.190840271527946,1.1031562221060465,1.400000000000003,1.4,1.2581051616893915,1.4,1.353666
19.6,4.0,20.0,22.0,12.2,0.41,1.35,1.2818300599956638,1.1135162650510257,1.3077894736842084,1.4033333333333333,1.2312243107513543,1.2780185552895833,1.1902122
20.39,11.15,11.0,16.0,45.8,0.2,1.28,1.2952847142983621,1.1076459103766938,1.280000000000001,1.2133333333333334,1.1752114485539933,1.28,1.2372321
19.03,3.9,28.0,35.0,21.0,0.11,1.09,1.3445770364170628,1.221961858492264,1.0900000000000027,1.09,1.1516243400003259,1.09,1.125598
17.98,1.65,30.0,20.0,8.0,0.3,2.05,1.5338698473979053,1.7192791562355896,2.050000000000007,2.05,1.9267132821811253,2.05,2.0665133
20.96,6.65,40.0,40.0,12.0,0.0,1.84,1.5923674438231967,1.6056215244888314,1.8399999999999956,1.8266666666666669,1.7790463789360116,1.84,1.8243486
20.96,11.65,28.0,40.0,12.0,0.5,1.43,1.1300736895204941,1.067241467238968,1.430000000000005,1.4033333333333333,1.3301737121708237,1.43,1.1136496
19.97,3.35,29.0,34.0,6.0,0.3,1.34,1.3215173528655075,1.2297296566805667,1.3523157894736868,1.34,1.4093038260118542,1.4802233793017772,1.6250507
18.77,10.0,10.0,25.0,50.0,0.1,1.4,1.138902776115791,0.9608695207682874,1.1930000000000014,1.43,1.0237759959644814,1.2162660133712258,1.0464033
18.77,10.0,20.0,30.0,50.0,0.1,1.46,1.2525067709337092,1.106719970494365,1.4600000000000009,1.43,1.011324201526114,1.46,1.1868808
18.77,8.35,20.0,30.0,50.0,0.2,1.21,1.2052204165642848,1.0377745926851714,1.210000000000002,1.105,0.940384950545978,1.21,0.9610468
20.56,5.4,27.0,30.0,40.0,0.0,1.25,1.4730371722847262,1.423677875914535,1.25,1.25,1.311481481426719,1.25,1.209086
16.47,3.85,0.0,30.0,3.6,0.0,1.0,0.8944582025383429,0.8664790688938373,1.0,0.89,0.9410784068395378,1.0,0.987474
18.8,4.8,25.0,20.0,30.6,0.0,1.88,1.573927719543886,1.7395596613013764,1.8799999999999966,1.88,1.7479912735793282,1.88,1.7224201
18.8,19.15,20.0,20.0,30.6,0.0,2.04,1.4863862231104654,1.597617481826145,1.612921052631578,1.8599999999999999,1.6440093617821467,1.7397903284255776,1.7813356
28.4,13.05,38.0,35.0,100.0,0.0,1.99,1.709644534408355,1.7996744078208313,1.990000000000005,1.99,1.9300304402274504,1.99,2.0795043
24.96,40.0,45.0,53.0,120.0,0.0,1.3,1.490793949117595,1.1911811884768846,1.3209473684210564,1.32,1.3053789159204388,1.2072713239426334,1.1747036
18.46,4.0,0.0,30.0,6.0,0.0,0.78,0.9291548006755697,0.9395917235563421,0.780000000000001,0.89,0.8414585888290215,0.78,0.9143685
22.38,3.35,35.0,30.0,10.0,0.0,2.0,1.6848652316198047,1.959489754430634,2.0,2.0,2.0169191779571505,2.0,2.1419952
21.98,6.65,36.0,45.0,50.0,0.0,1.02,1.4206245457777955,1.1609525033471522,1.0200000000000027,0.9766666666666667,0.9886014557958944,1.02,0.9844804
18.8,5.1,30.0,25.0,10.6,0.38,1.63,1.4297824630461697,1.4599002213669812,1.6299999999999966,1.63,1.5976950691851493,1.63,1.7377809
18.8,4.8,25.0,20.0,30.6,0.45,1.11,1.3666622845458989,1.1579365965438546,1.1100000000000052,1.11,1.114497483600495,1.11,1.1651558
21.47,2.3,30.0,31.0,76.8,0.38,1.01,1.3266316749855012,0.9601452210536958,1.0099999999999985,1.01,0.9490768382508814,1.01,1.0068277
13.97,4.0,26.0,30.0,88.0,0.45,0.63,1.0878474214037372,0.5622817695031218,0.6523684210526304,0.65,0.64117369791589,0.6739570871139968,0.7682087
17.98,8.0,30.0,45.0,20.0,0.12,1.12,1.1982000745991002,1.0035944622182722,1.120000000000003,1.0333333333333334,0.9902757947983074,1.12,1.0987612
22.38,33.3,45.0,45.0,15.0,0.25,1.8,1.5361279071296905,1.7509013840166139,1.8000000000000063,1.645,1.738910776246293,1.8,1.8260359
22.38,3.35,35.0,45.0,10.0,0.4,0.9,1.2521459589419182,1.0148584472127322,0.9000000000000031,0.9433333333333334,0.9565699486068462,0.9,1.0150402
19.97,6.65,36.0,45.0,50.0,0.25,0.96,1.2686939467941514,1.0201265704985703,0.9600000000000005,0.88,0.930503105250782,0.96,0.8485527
19.97,6.65,36.0,45.0,50.0,0.5,0.83,1.1535464829063806,0.8082357995750364,0.8300000000000012,0.75,0.7767400355685333,0.83,0.7881728
20.96,15.0,25.0,49.0,12.0,0.3,1.53,1.0166640614881235,1.082087951648906,1.5299999999999976,1.53,1.4089818166994255,1.53,1.504095
20.96,10.0,35.0,40.0,12.0,0.4,1.49,1.3124075464072347,1.227242861279914,1.490000000000004,1.49,1.192998157509167,1.49,1.2951534
19.97,13.35,30.0,30.0,15.0,0.3,1.84,1.4079909206184469,1.5126280026708905,1.8399999999999956,1.8466666666666667,1.5997578545860083,1.84,1.6945289
17.98,15.0,25.0,25.0,14.0,0.3,2.09,1.3581764277640476,1.4803169709778505,2.0899999999999928,2.09,1.6012944708844212,2.09,1.90423
18.97,10.0,35.0,35.0,11.0,0.2,2.0,1.4516995416672702,1.5406819500713813,2.0,2.0,1.7184280372472907,2.0,1.8186268
19.97,13.35,40.0,40.0,10.0,0.2,2.31,1.4886430295838402,1.577857681088278,1.7840947368421038,2.1550000000000002,1.7051626898398349,1.6113916833327258,1.9907103
18.83,8.25,21.0,29.0,37.0,0.5,1.07,1.1141997645404103,0.8559923847546349,1.0699999999999954,0.95,1.0086275962669862,1.07,0.75729215
18.83,3.45,21.0,34.0,37.0,0.3,1.29,1.1199194313716465,0.9179658791272294,1.2899999999999978,1.2133333333333334,1.0477675037286447,1.29,1.1898882
18.77,8.35,10.0,25.0,50.0,0.2,1.18,1.0916164217463666,0.906403236413276,1.0108947368421057,1.085,0.9024038795664231,0.7951682920746214,0.931701
18.77,6.65,10.0,25.0,50.0,0.3,0.97,1.0442928743825688,0.8250779090421368,0.969999999999999,1.085,0.8283674824831417,0.97,0.89666784
19.08,3.35,10.0,25.0,50.0,0.4,0.65,1.00145217203451,0.7019516027016962,0.6500000000000022,0.65,0.7983524300451368,0.65,0.7444511
18.77,6.65,20.0,30.0,50.0,0.3,1.0,1.157896869200487,0.9419217972283682,1.0,1.105,0.9389298721873451,1.0,0.9836808
19.08,3.35,20.0,30.0,50.0,0.4,0.65,1.1150561668524281,0.8004960068850886,0.6500000000000022,0.65,0.934031680769954,0.65,0.7998178
21.98,6.65,22.0,20.0,180.0,0.0,1.12,1.4605194088821845,1.206584935980708,1.120000000000003,1.12,1.097265995100223,1.12,1.1162022
21.98,6.65,22.0,20.0,180.0,0.1,0.99,1.414460423327076,1.0516340107803384,0.9900000000000013,0.9899999999999999,0.930390385048711,0.99,0.96245605
21.0,20.0,40.0,40.0,12.0,0.0,1.84,1.6030299760093214,1.710182969074869,1.8399999999999956,1.8266666666666669,1.882314189247436,1.84,1.8217056
21.0,45.0,25.0,49.0,12.0,0.3,1.53,1.0397118608005307,1.4262367425321012,1.5299999999999976,1.53,1.591071803254542,1.53,1.5831066
21.0,30.0,35.0,40.0,12.0,0.4,1.49,1.3280167468449977,1.565243469230163,1.490000000000004,1.49,1.4283994714836825,1.49,1.4432288
21.0,35.0,28.0,40.0,12.0,0.5,1.43,1.148174820581263,1.4930228093686395,1.430000000000005,1.4033333333333333,1.4910679658568777,1.43,1.5084779
20.0,10.0,29.0,34.0,6.0,0.3,1.34,1.3270130231335022,1.3339606681623408,1.340000000000003,1.34,1.4783859406380013,1.34,1.664497
20.0,40.0,30.0,30.0,15.0,0.3,1.84,1.4283637886357294,1.9217738607936585,1.813184210526312,1.8466666666666667,1.9175291861154633,1.7473330423555662,1.8315569
18.0,45.0,25.0,25.0,14.0,0.3,2.09,1.3808582257322168,1.9859473723355268,2.0899999999999928,2.09,1.9875876014776852,2.09,1.9663446
19.0,30.0,35.0,35.0,11.0,0.2,2.0,1.4671257414329144,1.825379318262453,2.0,2.0,1.9669767215361786,2.0,1.8960336
20.0,40.0,40.0,40.0,10.0,0.2,2.31,1.5090158976011228,1.9315215814256268,1.993421052631579,2.1550000000000002,2.043820994417195,1.7297191279233275,2.0937834
18.85,24.8,21.3,29.2,37.0,0.5,1.07,1.1294564890985297,1.1977352756704795,1.077236842105259,0.95,1.1472592029963296,0.9447752463378873,0.8037781
18.85,10.34,21.3,34.0,37.0,0.3,1.29,1.1313035804896259,1.0268955615505009,1.2026052631578925,1.2133333333333334,1.117696624411362,1.1534389821915592,1.3093518
18.8,30.0,10.0,25.0,50.0,0.1,1.4,1.1543289758814355,1.1394170277311149,1.400000000000003,1.4,1.283134515498351,1.4,1.2428274
18.8,25.0,10.0,25.0,50.0,0.2,1.18,1.104550690889005,1.099356228634285,1.1800000000000048,1.18,1.1188504445817948,1.18,1.0425525
18.8,20.0,10.0,25.0,50.0,0.3,0.97,1.0547724058965748,1.0154087398362348,0.969999999999999,0.97,0.9809026415324482,0.97,1.0563194
19.1,10.0,10.0,25.0,50.0,0.4,0.65,1.0067648416303858,0.8136209659509238,0.6773157894736863,0.64,0.8514693731636254,0.8386680332384469,0.8268355
18.8,30.0,20.0,30.0,50.0,0.1,1.46,1.2679329706993536,1.3044021015617497,1.4600000000000009,1.46,1.2428358547564737,1.46,1.3347524
18.8,25.0,20.0,30.0,50.0,0.2,1.21,1.2181546857069232,1.246621108701477,1.210000000000002,1.21,1.1485242618146636,1.21,1.1054484
18.8,20.0,20.0,30.0,50.0,0.3,1.0,1.168376400714493,1.144953426139984,1.0,1.01,1.0925438297330394,1.0,1.0936471
19.1,10.0,20.0,30.0,50.0,0.4,0.65,1.120368836448304,0.918455710462661,0.6500000000000022,0.64,0.9889502636863388,0.65,0.8273266
22.0,20.0,22.0,20.0,180.0,0.0,1.12,1.4708159397240717,1.274848377491282,1.120000000000003,1.11,1.1479903649807601,1.12,1.1302563
22.0,20.0,22.0,20.0,180.0,0.1,0.99,1.4247569541689633,1.1535984184026262,0.9900000000000013,0.9899999999999999,0.9756787479758802,0.99,1.0146252
20.6,16.28,26.5,30.0,40.0,0.0,1.25,1.4720407819669605,1.4816424694626453,1.25,1.25,1.3558808287874686,1.25,1.251866
20.0,0.0,24.5,20.0,8.0,0.35,1.37,1.438541647173639,1.3923408945724465,1.370000000000003,1.5,1.4722910959152082,1.37,1.4331318
27.0,40.0,35.0,43.0,420.0,0.25,1.15,1.1531880796522032,1.402119264149571,1.222115789473686,1.434,1.2212130561419081,1.288876694683815,1.3458297
27.0,50.0,40.0,42.0,407.0,0.25,1.44,1.285332073779159,1.3997435137967487,1.3481368421052662,1.255,1.3976064747671055,1.3659901402388634,1.2846996
27.0,35.0,35.0,42.0,359.0,0.25,1.27,1.2126005815992318,1.2503154819607887,1.270000000000004,1.255,1.243548166694279,1.27,1.359879
27.0,37.5,35.0,37.8,320.0,0.25,1.24,1.3138074260558206,1.1899109168049191,1.2400000000000029,1.255,1.3014464058890554,1.24,1.357917
27.0,32.0,33.0,42.6,301.0,0.25,1.16,1.205419417164736,1.1819382742818334,1.1599999999999973,1.205,1.2210585546092552,1.16,1.398267
27.0,32.0,33.0,42.4,289.0,0.25,1.3,1.2178931012251457,1.1706392619417496,1.3000000000000045,1.275,1.230813228245123,1.3,1.4004906
27.3,10.0,39.0,41.0,511.0,0.25,1.434,1.178598444084694,1.4568856270029036,1.4339999999999995,1.434,1.4069102860760236,1.434,1.2901379
27.3,10.0,39.0,40.0,470.0,0.25,1.418,1.2264626238229723,1.3131852082013133,1.4180000000000046,1.434,1.3796944345054223,1.418,1.2970369
25.0,46.0,35.0,47.0,443.0,0.25,1.28,1.0372311182049312,1.5960865243216609,1.280000000000001,1.255,1.2707878984766101,1.28,1.3609968
25.0,46.0,35.0,44.0,435.0,0.25,1.37,1.0930348329548507,1.4761011518251195,1.370000000000003,1.4300000000000002,1.3089983048666687,1.37,1.3561527
25.0,46.0,35.0,46.0,432.0,0.25,1.23,1.062193865474101,1.5297413684910572,1.229999999999996,1.255,1.2916506517975663,1.23,1.3612328
26.0,150.0,45.0,30.0,200.0,0.25,1.2,1.7964404295350664,2.6467729693210895,1.501042105263159,1.99,1.7193901646943806,1.3646232411542314,1.4150348
18.5,25.0,0.0,30.0,6.0,0.25,1.09,0.8303603971130264,1.2670241375578102,1.0900000000000027,1.09,1.0287762459946448,1.09,0.98546004
18.5,12.0,0.0,30.0,6.0,0.25,0.78,0.8206902185759892,1.1206411507031135,0.780000000000001,0.78,0.85818849269313,0.78,0.92016983
22.0,20.0,36.0,45.0,50.0,0.25,1.02,1.315773612731912,1.2148985353977537,1.0200000000000027,1.01,1.0814295043468376,1.02,0.9514955
31.3,68.0,37.0,49.0,200.5,0.25,1.2,1.3601616152223541,1.2237832952481762,1.1999999999999962,1.2,1.261376505528747,1.2,1.3384957
27.0,40.0,35.0,47.1,292.0,0.25,1.15,1.1829820811953617,1.2485465862016936,1.1500000000000037,1.1749999999999998,1.2687841022021509,1.15,1.3833061
25.0,46.0,35.0,50.0,284.0,0.25,1.34,1.1089120441997147,1.2941910694023395,1.340000000000003,1.32,1.3847035330785633,1.34,1.4029304
31.3,68.0,37.0,46.0,366.0,0.25,1.2,1.2835187121925968,1.3809360564743356,1.210000000000002,1.21,1.1586281088081332,1.21,1.2951185
25.0,46.0,36.0,44.5,299.0,0.25,1.55,1.2082150596299337,1.2575014618029554,1.5500000000000054,1.55,1.4505143787389885,1.55,1.3761818
27.3,10.0,39.0,40.0,480.0,0.25,1.45,1.218828812999936,1.3380241378190036,1.4499999999999948,1.434,1.389138000914041,1.45,1.2948157
22.0,29.0,15.0,18.0,400.0,0.0,1.04,1.2051957111861684,0.8973908477939451,1.0399999999999991,1.0750000000000002,1.100883059123613,1.04,1.1843933
23.0,24.0,19.8,23.0,380.0,0.0,1.15,1.246503574173438,1.0984618779167992,1.1500000000000037,1.255,1.1903908017578748,1.15,1.1921715
22.0,40.0,30.0,30.0,196.0,0.0,1.11,1.464968903827855,1.4291461415666855,1.1100000000000052,1.0750000000000002,1.171087582747306,1.11,1.0475525
22.54,29.4,20.0,24.0,210.0,0.0,1.06,1.3592402507088075,1.1391572415560427,1.2723157894736878,1.0750000000000002,1.2222439969984848,1.165293755667705,0.9755571
22.0,21.0,23.0,30.0,257.0,0.0,1.1,1.2667670797995625,1.1213905625035598,1.0999999999999963,1.11,1.145721818386443,1.1,1.0969313
23.5,10.0,27.0,26.0,190.0,0.0,1.02,1.4820161844797606,1.331614041646407,1.2404526315789495,1.12,1.1782637836610947,1.1151235799857269,1.0716816
22.5,18.0,20.0,20.0,290.0,0.0,1.05,1.3552199801742701,1.0364564949105899,1.050000000000003,1.04,1.1108375898231295,1.05,1.1086515
22.5,20.0,16.0,25.0,220.0,0.0,1.36,1.248743890236473,1.0050124770460735,1.3600000000000065,1.255,1.2989081604630954,1.36,1.1353377
16.05,11.49,0.0,30.0,3.66,0.0,1.0,0.8924094609846442,0.9097168740337028,1.0026315789473683,1.0,1.0211777811490155,0.9853473202817864,1.0194306
25.0,12.0,45.0,53.0,120.0,0.0,1.3,1.470697874957067,1.1312124621341755,1.3000000000000045,1.32,1.2388986711364232,1.3,1.169222
26.0,15.0,45.0,50.0,200.0,0.0,1.2,1.4798557013385392,1.3217532219055446,1.1999999999999962,1.2,1.238182341277753,1.2,1.2211355
16.0,7.0,20.0,40.0,115.0,0.0,1.11,1.0303676666614874,0.8477542715448323,1.1100000000000052,1.08,1.048991765681803,1.11,1.0602525
21.43,0.0,20.0,20.0,61.0,0.0,1.03,1.4970636981307297,1.416659712979916,1.030000000000001,1.04,1.2268012483379287,1.03,1.1325321
21.0,20.0,24.0,21.0,565.0,0.0,1.4,1.1813349547888872,1.3603204714935946,1.400000000000003,1.43,1.3386078094065148,1.4,1.265045
24.51,6.94,30.0,31.0,76.8,0.38,1.01,1.385715389187443,1.132717171670053,1.2005052631578934,1.78,1.1299534064504517,1.2015865175787355,1.4488283
25.0,55.0,36.0,44.5,299.0,0.25,1.55,1.2149097986171133,1.3090680304638793,1.5500000000000054,1.55,1.5339054814616113,1.55,1.3713064
25.0,48.0,40.0,49.0,330.0,0.25,1.49,1.1900656753710421,1.349186863126453,1.490000000000004,1.47,1.5031084162461081,1.49,1.3330306
31.3,18.6,37.0,47.0,305.0,0.25,1.2,1.2767727244085458,1.2953123019085435,1.3571578947368421,1.2,1.0653142314646598,1.1877112894929343,1.3376342
31.3,68.6,37.0,47.0,305.0,0.25,1.2,1.3139657187817657,1.297119515235186,1.1999999999999962,1.2,1.1797787953856589,1.2,1.3105481
25.0,55.0,36.0,45.5,299.0,0.25,1.52,1.1983442432532831,1.31518823857412,1.5200000000000018,1.6166666666666665,1.527922398492123,1.52,1.3735135
31.3,68.0,37.0,47.0,213.0,0.25,1.2,1.3837504624212194,1.246649141062745,1.1999999999999962,1.2,1.2729524320102343,1.2000000000000002,1.3313056
25.14,23.94,20.0,65.0,30.5,0.25,1.36,0.7454506209428214,1.4305214025268327,1.3600000000000065,1.395,1.4207524186283795,1.36,1.2796911
31.3,68.0,37.0,46.0,366.0,0.25,1.22,1.2835187121925968,1.3809360564743356,1.210000000000002,1.21,1.1586281088081332,1.21,1.2951185
25.0,46.0,35.0,46.0,393.0,0.25,1.31,1.0919657276839418,1.4286455781148801,1.2298947368421012,1.255,1.3285571107084886,1.3383501260744401,1.3698944
31.3,68.5,37.0,47.0,305.0,0.25,1.2,1.3138913327930193,1.297209234599903,1.1999999999999962,1.2,1.1791793759299511,1.2,1.3106022
18.66,26.4,14.99,34.98,8.2,0.0,1.11,1.1597525971881721,1.1252347738207493,1.1100000000000052,1.11,1.171448609320431,1.11,1.1261158
28.4,29.4,35.01,34.98,100.0,0.0,1.78,1.6634048549561908,1.6740746501783295,1.779999999999994,1.78,1.8018233530996532,1.78,1.7150884
25.96,150.0,45.0,49.98,200.0,0.0,1.2,1.5798760945650343,1.1673608085430374,1.1999999999999962,1.2,1.2382618969231567,1.2,1.2498266
