Unit weight,Cohesion,Friction angle,Angle of slope,Height of slope,Pore water pressure,Safety factor,lin reg,poly_reg,rf,DST,SVR,knn,DL
18.46,25.05,0.0,30.0,6.0,0.0,1.09,0.9448130513066952,1.04764842441488,1.0900000000000027,1.09,1.0311028889008083,1.09,1.0591669
21.36,10.05,30.33,30.0,20.0,0.0,1.7,1.571815576132154,1.6944315026305115,1.699999999999994,1.7,1.6300393917382174,1.7,1.6780864
15.99,70.05,19.98,40.02,115.0,0.0,1.11,1.076360857243448,1.3265745899120092,1.1100000000000052,1.11,1.1714682917898798,1.11,1.016027
20.39,24.9,13.01,22.0,10.6,0.18,1.4,1.281685052875176,1.39261451813542,1.400000000000003,1.4,1.3386193206842167,1.4,1.2708687
19.6,12.0,19.98,22.0,12.2,0.21,1.35,1.3795060466623212,1.4419643894337804,1.349999999999996,1.36,1.4113762804429049,1.35,1.2468042
21.78,8.55,32.0,27.98,12.8,0.25,1.03,1.5350012221330886,1.711140455878768,1.030000000000001,1.07,1.6828247601795845,1.03,1.3344892
20.39,33.45,10.98,16.01,45.8,0.1,1.28,1.3573732562470142,1.372243677306576,1.280000000000001,1.28,1.3414355677244767,1.28,1.209438
19.03,11.7,27.99,34.98,21.0,0.06,1.09,1.373543515652479,1.3219249004005416,1.0900000000000027,1.275,1.2329984505859188,1.09,1.1796331
17.98,4.95,30.02,19.98,8.0,0.15,2.05,1.606137238009751,1.9888468124698835,2.050000000000007,2.05,2.110921399369828,2.05,2.0060432
20.96,19.95,40.01,40.02,12.0,0.0,1.84,1.6021259009908335,1.7088413271576814,1.8425263157894707,1.8266666666666669,1.8817605273689944,1.8183819024724495,1.8119346
20.96,34.95,27.99,40.02,12.0,0.25,1.43,1.2620253459072717,1.4661902404735423,1.430000000000005,1.395,1.4427531502271473,1.43,1.4632307
19.97,10.05,28.98,34.03,6.0,0.15,1.34,1.3946998622399924,1.4138065741549435,1.340000000000003,1.34,1.36231219591435,1.34,1.3807081
18.77,30.0,9.99,25.02,50.0,0.05,1.4,1.1762817237637195,1.1241437520372073,1.400000000000003,1.4,1.3384706744334045,1.4,1.3453547
18.77,30.0,19.98,30.0,50.0,0.05,1.46,1.2900205979172772,1.295599432801182,1.4600000000000009,1.46,1.2858665797986137,1.46,1.3512095
18.77,25.05,19.98,30.0,50.0,0.1,1.21,1.2633089986967743,1.2561503533779155,1.210000000000002,1.21,1.1809701076872645,1.21,1.2971362
20.56,16.2,26.51,30.0,40.0,0.0,1.25,1.4714457022591254,1.4806787571599327,1.25,1.25,1.3574158549416826,1.2579272722205563,1.2510437
16.47,11.55,0.0,30.0,3.6,0.0,1.0,0.9001859236718187,0.9221747113595391,1.0,1.0,1.0001424806024075,1.0,1.0070786
18.8,14.4,25.02,19.98,30.6,0.0,1.88,1.581792949114095,1.835082659853231,1.8799999999999966,1.8599999999999999,1.8227664983819853,1.88,1.828927
18.8,57.45,19.98,19.98,30.6,0.0,2.04,1.5148145043643544,1.8995068257786043,2.0400000000000054,2.0425,1.9865276550920963,2.04,2.1682997
28.4,39.15,37.98,34.98,100.0,0.0,1.99,1.7289977250351782,1.801959548134429,1.927,1.99,1.9280525250115543,1.9783314927627809,2.0085628
13.97,12.0,26.01,30.0,88.0,0.0,1.02,1.3012601672730768,1.1796920700629665,0.8546315789473681,1.08,1.09752229290296,1.0242354002650609,1.0886712
24.96,120.0,45.0,53.0,120.0,0.0,1.3,1.5503027401147467,1.2029090695732234,1.3000000000000045,1.3,1.239503108048657,1.3,1.1920096
18.46,12.0,0.0,30.0,6.0,0.0,0.78,0.9351056797752848,0.9826111182113418,0.780000000000001,0.78,0.9060621168502953,0.78,0.96304405
22.38,10.05,35.01,30.0,10.0,0.0,2.0,1.690045524637453,2.007760248525192,2.0,2.0,2.0611402128643075,2.0,2.1814
21.98,19.95,36.0,45.0,50.0,0.0,1.02,1.4305178822810718,1.233134635683287,1.0161052631578973,0.9766666666666667,1.0707683350728843,1.0244302603813464,0.9939115
18.8,15.3,30.02,25.02,10.6,0.19,1.63,1.5249434588890098,1.8480868292044963,1.6299999999999966,1.5,1.959472442074748,1.63,1.8309392
18.8,14.4,25.02,19.98,30.6,0.23,1.11,1.475857282337346,1.6379673291206327,1.1100000000000052,1.07,1.594242835249579,1.11,1.2769831
21.47,6.9,30.02,31.01,76.8,0.19,1.01,1.4177927110121789,1.2719751602377198,1.0099999999999985,1.01,1.071044031413383,1.01,1.0842179
13.97,12.0,26.01,30.0,88.0,0.23,0.63,1.1953245004963278,1.0079268387904277,0.6299999999999986,0.6433333333333334,0.6913386495781251,0.63,0.7383376
17.98,24.0,30.15,45.0,20.0,0.06,1.12,1.2406837007061515,1.1605618221695546,1.120000000000003,1.0333333333333334,1.0584695734366327,1.12,0.9416576
22.38,99.9,45.0,45.0,15.0,0.13,1.8,1.6409397583009493,2.2841730570326484,1.8000000000000063,1.8266666666666669,1.861662445656672,1.8,1.782056
22.38,10.05,35.01,45.0,10.0,0.2,0.9,1.3494442230697834,1.2014683688169292,0.9000000000000031,1.175,1.0133228459576098,0.9,0.966545
19.97,19.95,36.0,45.0,50.0,0.13,0.96,1.3338580659635577,1.2229059193918426,0.9600000000000005,0.98,1.055302409425412,0.96,0.9657475
19.97,19.95,36.0,45.0,50.0,0.25,0.83,1.2785872832974279,1.200795135045043,0.9616842105263166,0.98,1.108898212315827,0.9203575136314082,0.8968401
20.96,45.0,25.02,49.03,12.0,0.15,1.53,1.1079642333270772,1.2546298887723122,1.5743684210526312,1.395,1.1395577856206383,1.410597059423776,1.1830682
20.96,30.0,35.01,40.02,12.0,0.2,1.49,1.4192678359310995,1.5933989933644415,1.490000000000004,1.645,1.5509944574235301,1.49,1.6681254
19.97,40.05,30.02,30.0,15.0,0.15,1.84,1.497333321489683,1.9311306840190348,1.8399999999999956,1.8599999999999999,1.9016422421968497,1.84,1.7652864
17.98,45.0,25.02,25.02,14.0,0.15,2.09,1.4496422551566392,1.9810069018497476,2.0899999999999928,2.09,2.0287684541934885,2.09,2.033574
18.97,30.0,35.01,34.98,11.0,0.1,2.0,1.51316346785058,1.8367233756353865,2.0,2.1550000000000002,1.938686168192014,2.0,1.9817564
19.97,40.05,40.01,40.02,10.0,0.1,2.31,1.5544281947986083,1.9110331271554348,2.310000000000002,2.1550000000000002,2.0462920610288005,2.31,2.296408
18.83,24.75,21.29,29.2,37.0,0.25,1.07,1.2440043268760523,1.327809473457647,1.0699999999999954,1.2133333333333334,1.2852126972309252,1.07,1.327295
18.83,10.35,21.29,34.03,37.0,0.15,1.29,1.1993400976443733,1.0862413381518266,1.202473684210525,1.2133333333333334,0.9894746645484782,1.0781980784484244,1.0383282
18.77,25.05,9.99,25.02,50.0,0.1,1.18,1.1495701245432166,1.0959567817075244,1.1800000000000048,1.18,1.2147926100269844,1.18,1.1962023
18.77,19.95,9.99,25.02,50.0,0.15,0.97,1.122746946339594,1.0484048139951592,0.969999999999999,0.97,1.091211977098087,0.97,1.0455525
19.08,10.05,9.99,25.02,50.0,0.2,0.65,1.0980262615118244,0.9365864179858848,0.6500000000000022,0.6433333333333334,0.9312368162955347,0.65,0.9536743
18.77,19.95,19.98,30.0,50.0,0.15,1.0,1.2364858204931517,1.1971910491683593,1.0,0.98,1.0875950711403715,1.0,1.1771213
19.08,10.05,19.98,30.0,50.0,0.2,0.65,1.211765135665382,1.0670981166776006,0.6500000000000022,0.6433333333333334,0.958927188144129,0.65,0.95946074
21.98,19.95,22.01,19.98,180.0,0.0,1.12,1.4709404882643746,1.2748414207569427,1.120000000000003,1.12,1.147265101707517,1.12,1.1355525
21.98,19.95,22.01,19.98,180.0,0.05,0.99,1.4479109954868203,1.216305220433635,0.9900000000000013,0.9899999999999999,1.0513460364497134,0.99,0.96478665
26.49,150.0,33.0,45.0,73.0,0.15,1.23,1.4642143890546169,1.440886583267815,1.229999999999996,1.5150000000000001,1.2912885014020883,1.23,1.1174743
26.7,150.0,33.0,50.0,130.0,0.25,1.8,1.2956579191035458,1.4760079921220666,1.8000000000000063,1.5150000000000001,1.7386947392910246,1.8,1.715032
26.89,150.0,33.0,52.0,120.0,0.25,1.8,1.2736376319691782,1.4265892736354528,1.5019473684210543,1.5150000000000001,1.694703967528582,1.6144400253769406,1.692379
26.57,300.0,38.7,45.3,80.0,0.15,1.18,1.678910153199082,1.2052965943806162,1.1800000000000048,1.19,1.169808394802537,1.18,1.2583063
26.78,300.0,38.7,54.0,155.0,0.25,1.2,1.435320268920374,1.1539154737050825,1.1999999999999962,1.19,1.1388744944817724,1.2,1.2888205
26.81,200.0,35.0,58.0,138.0,0.25,1.2,1.2355187836284154,1.2896769751005384,1.1999999999999962,1.1749999999999998,1.2615634779437352,1.2,1.1322236
26.43,50.0,26.6,40.0,92.2,0.15,1.25,1.331184922466662,1.3076512103074576,1.25,1.25,1.245453735201377,1.25,1.130623
26.7,50.0,26.6,50.0,170.0,0.25,1.25,1.0650203532172373,1.2729435408070546,1.3984736842105265,1.205,1.3409586774068514,1.3079678780250936,1.2796911
26.8,60.0,28.8,59.0,108.0,0.25,1.25,1.0157435774015764,1.2683809170102789,1.25,1.205,1.3109278066305836,1.25,1.2796911
25.0,55.0,36.0,45.0,239.0,0.25,1.71,1.2524298858734149,1.2896979293603974,1.7099999999999977,1.6166666666666665,1.5717840927461726,1.71,1.3857355
25.0,63.0,32.0,44.5,239.0,0.25,1.49,1.1880908340002176,1.3081456940034841,1.490000000000004,1.4300000000000002,1.5509397381457672,1.49,1.4274669
25.0,63.0,32.0,46.0,300.0,0.25,1.45,1.116676254933952,1.3615493282494977,1.4499999999999948,1.47,1.4969981082065889,1.45,1.4151756
25.0,48.0,40.0,45.0,330.0,0.25,1.62,1.2563278968263631,1.3238029514599674,1.6200000000000034,1.6166666666666665,1.5585737389649088,1.62,1.3242024
31.3,68.6,37.0,47.5,262.5,0.25,1.2,1.338126637097754,1.2581213628167758,1.1978947368421018,1.2,1.2126976270815852,1.1999999999999997,1.3210905
31.3,68.6,37.0,47.0,270.0,0.25,1.2,1.340684056662392,1.2645750714888686,1.1999999999999962,1.2,1.2109021405981715,1.2,1.3183213
31.3,58.8,35.5,47.5,438.5,0.25,1.2,1.1670169739696068,1.6213198901752608,1.2535789473684213,1.434,1.1014860898491765,1.2056304405916014,1.3042294
31.3,58.8,35.5,47.5,502.7,0.25,1.2,1.1180079084857149,1.855133799590729,1.2525789473684212,1.434,1.1675068604500918,1.205440544817944,1.2899709
31.3,68.0,37.0,47.0,360.5,0.25,1.2,1.2711517527814364,1.3830016127208924,1.1999999999999962,1.2,1.1494363493416921,1.2,1.2985469
