iter	Logloss
147	0.3766244257
148	0.3765628907
149	0.3764830848
150	0.3764242972
151	0.376366698
152	0.3762861738
153	0.3762306211
154	0.3761625357
155	0.3761290436
156	0.3760907841
157	0.3759930904
158	0.3759074917
159	0.3758349424
160	0.3758082875
161	0.37572166
162	0.3756891616
163	0.3756240534
164	0.3755570116
165	0.3754924872
166	0.3754210292
167	0.3753729148
168	0.3752944095
169	0.3752415828
170	0.3751868077
171	0.3751145689
172	0.3750955021
173	0.3750634486
174	0.3750125517
175	0.3749746744
176	0.374912421
177	0.374866747
178	0.3747943672
179	0.3747645324
180	0.3747368417
181	0.3746906522
182	0.3746190805
183	0.3745820192
184	0.3745226656
185	0.3744462043
186	0.3743868658
187	0.3743393311
188	0.3742817777
189	0.3742150801
190	0.3741489503
191	0.3741287736
192	0.3740521864
193	0.3740368517
194	0.373962672
195	0.3738998172
196	0.3738476988
197	0.3738465383
198	0.3737721552
199	0.3737143698
200	0.3736599114
201	0.3736081267
202	0.3735495069
203	0.3734851549
204	0.3734135466
205	0.3733488141
206	0.3732950305
207	0.3732407914
208	0.373197434
209	0.3731488516
210	0.3731018378
211	0.3730585064
212	0.3729822283
213	0.3729361661
214	0.3728754542
215	0.372830966
216	0.3727932018
217	0.3727395671
218	0.3726862538
219	0.3726554765
220	0.3725895369
221	0.3725344673
222	0.3724604559
223	0.3723935003
224	0.3723267037
225	0.372280363
226	0.3722113465
227	0.3721740815
228	0.3721241314
229	0.3720650214
230	0.3720332437
231	0.3719661878
232	0.3719332843
233	0.3719234484
234	0.3718642422
235	0.3718283289
236	0.3717754721
237	0.3717371423
238	0.3716997664
239	0.3716462622
240	0.3715843147
241	0.3715538853
242	0.3714966256
243	0.3714380369
244	0.3714176267
245	0.3713884575
246	0.3713181797
247	0.3712598993
248	0.3712077732
249	0.3711638777
250	0.3711252327
251	0.3710653803
252	0.3710267879
253	0.3709929236
254	0.3709279988
255	0.3708827968
256	0.3708723833
257	0.3708238607
258	0.3707627673
259	0.3707157699
260	0.370659973
261	0.3706009113
262	0.3705589512
263	0.3705212722
264	0.3705213752
265	0.3705076287
266	0.3704718734
267	0.3704040751
268	0.3703753617
269	0.3703294402
270	0.3702759523
271	0.3702374329
272	0.3701815525
273	0.3701152154
274	0.3700774588
275	0.370001882
276	0.3699217522
277	0.3698545073
278	0.3698545236
279	0.3698086601
280	0.3697520376
281	0.3696786132
282	0.3696003303
283	0.3695701396
284	0.3695278762
285	0.3694881261
286	0.369442555
287	0.3694063573
288	0.3693741496
289	0.3693283878
290	0.3692863421
291	0.3692560192
292	0.3692150158
293	0.3691895568
294	0.3691675114
295	0.3691197481
296	0.3690683278
297	0.369025184
298	0.369025119
299	0.3689620538
300	0.3689117847
301	0.3688738746
302	0.3688260088
303	0.3687826447
304	0.3687173844
305	0.3686809516
306	0.3686742223
307	0.3686258826
308	0.3685609743
309	0.3685362453
310	0.3685069671
311	0.3684663253
312	0.3684434969
313	0.3684050813
314	0.3683709737
315	0.3683266618
316	0.3683261114
317	0.3682800198
318	0.3682185018
319	0.3681821895
320	0.3681620609
321	0.3681182893
322	0.3680923581
323	0.3680422134
324	0.3679992726
325	0.3679638677
326	0.3679251602
327	0.3678854457
328	0.3678403726
329	0.3678125945
330	0.3677566431
331	0.3677178057
332	0.3676889065
333	0.3676471097
334	0.3676263924
335	0.3676032531
336	0.3675595879
337	0.3675076622
338	0.3674650365
339	0.3674160082
340	0.367356796
341	0.3673098054
342	0.3672911092
343	0.3672468451
344	0.3672123003
345	0.3671872998
346	0.3671643899
347	0.36713523
348	0.3670911673
349	0.3670430034
350	0.3670104649
351	0.3669837874
352	0.366934353
353	0.3668872419
354	0.3668402224
355	0.3668275929
356	0.3667852799
357	0.3667427287
358	0.3667080757
359	0.3666824496
360	0.3666359542
361	0.3665968355
362	0.3665590479
363	0.3665153743
364	0.3664957414
365	0.3664264926
366	0.366403872
367	0.3663723233
368	0.3663306259
369	0.3662934728
370	0.3662703429
371	0.3662472351
372	0.366205853
373	0.3661774347
374	0.3661446653
375	0.3661012575
376	0.3660494088
377	0.3660213508
378	0.3659852229
379	0.3659629335
380	0.3659044046
381	0.3658597037
382	0.3658596061
383	0.365816998
384	0.365795688
385	0.3657428958
386	0.3657162733
387	0.3656864639
388	0.36564288
389	0.3656114063
390	0.3655781855
391	0.3655588271
392	0.3655195999
393	0.3654770927
394	0.365437176
395	0.3654106902
396	0.3653922057
397	0.3653671147
398	0.3653168621
399	0.3652913788
400	0.3652645966
401	0.3652169974
402	0.3651654119
403	0.3651652953
404	0.365139168
405	0.3651116783
406	0.3650690995
407	0.3650408805
408	0.3650086786
409	0.3649740266
410	0.3649433319
411	0.3648962831
412	0.3648518554
413	0.3648175042
414	0.3647727507
415	0.364772222
416	0.3647478838
417	0.3647155003
418	0.3646852931
419	0.364646356
420	0.364605317
421	0.3645742396
422	0.3645438127
423	0.3645081158
424	0.3644649454
425	0.3644189309
426	0.3643946493
427	0.3643616718
428	0.3643036717
429	0.3643029288
430	0.3642608915
431	0.3642607695
432	0.3642076401
433	0.3641615828
434	0.3641036915
435	0.3640713369
436	0.3640713125
437	0.3640619343
438	0.364036611
439	0.3639970338
440	0.3639744275
441	0.3639345315
442	0.3638927017
443	0.3638742656
444	0.3638454664
445	0.3637971228
446	0.3637546845
447	0.3637262381
448	0.3636757955
449	0.363644312
450	0.3635900855
451	0.3635535993
452	0.3635162004
453	0.3634638511
454	0.3634411444
455	0.3634155041
456	0.3633757996
457	0.3633276956
458	0.3632887454
459	0.3632599068
460	0.3632231502
461	0.3631932333
462	0.3631607773
463	0.3631294398
464	0.3631078682
465	0.363068584
466	0.3630293349
467	0.3630102305
468	0.3629903468
469	0.3629660447
470	0.362932406
471	0.3628883283
472	0.3628601313
473	0.3628144544
474	0.3627847252
475	0.3627445989
476	0.3627003749
477	0.3626646158
478	0.3626419088
479	0.3626217129
480	0.3625796653
481	0.3625350697
482	0.3624970091
483	0.3624642868
484	0.3624346438
485	0.3624008233
486	0.3623608134
487	0.3623187533
488	0.3622822755
489	0.3622291745
490	0.3621860879
491	0.3621531568
492	0.3621233446
493	0.3620982305
494	0.3620606303
495	0.3620259718
496	0.361997783
497	0.3619573136
498	0.3619412647
499	0.3619054645
500	0.3618817233
501	0.3618428871
502	0.3618220342
503	0.361788982
504	0.361744741
505	0.3617149139
506	0.3616739976
507	0.3616548608
508	0.3616244711
509	0.3616243762
510	0.3616061625
511	0.3615723141
512	0.3615430643
513	0.3615424517
514	0.3615176765
515	0.3615174324
516	0.3614913108
517	0.3614691255
518	0.3614266682
519	0.3613884868
520	0.3613509717
521	0.3613217152
522	0.3612711305
523	0.3612429362
524	0.3612150285
525	0.3611805314
526	0.3611575043
527	0.3611365999
528	0.3610893317
529	0.3610537754
530	0.3610104268
531	0.3609742968
532	0.3609502443
533	0.3609210795
534	0.3608737048
535	0.3608493032
536	0.3608058743
537	0.3607522394
538	0.3607264064
539	0.3606908884
540	0.3606530059
541	0.3606415423
542	0.3606092264
543	0.3605680094
544	0.3605492689
545	0.3605176503
546	0.3604904267
547	0.3604624348
548	0.3604317931
549	0.3604097758
550	0.3603798417
551	0.3603557295
552	0.3603338612
553	0.3603047391
554	0.3602633268
555	0.3602184495
556	0.3601727121
557	0.3601536144
558	0.3601366112
559	0.3601172753
560	0.3600948047
561	0.3600511843
562	0.3600189312
563	0.3599869534
564	0.3599645876
565	0.3599291073
566	0.359901989
567	0.3598893594
568	0.3598677478
569	0.3598287436
570	0.3597919215
571	0.3597529725
572	0.3597248966
573	0.3596960405
574	0.3596716357
575	0.3596402844
576	0.3596378902
577	0.3596194672
578	0.3595924735
579	0.359564059
580	0.3595309985
581	0.3595099945
582	0.3594748403
583	0.3594456141
584	0.3594314534
585	0.3594108277
586	0.3593759204
587	0.3593380735
588	0.359303807
589	0.3592514095
590	0.3592325582
591	0.3592130317
592	0.3591835123
593	0.3591511525
594	0.3591226541
595	0.3590976476
596	0.3590695421
597	0.359050204
598	0.3590310758
599	0.3590128829
600	0.3589828521
601	0.358941174
602	0.3589232441
603	0.3588852375
604	0.3588650873
605	0.3588510943
606	0.3588297104
607	0.358798152
608	0.358795015
609	0.3587750653
610	0.3587576229
611	0.3587315487
612	0.3586835828
613	0.3586660784
614	0.3586147087
615	0.3585836039
616	0.3585457165
617	0.358518159
618	0.3584707624
619	0.3584373747
620	0.3584103285
621	0.3583534113
622	0.3583248161
623	0.3582900676
624	0.3582484048
625	0.3582123132
626	0.3581757901
627	0.3581372865
628	0.3581006299
629	0.358071659
630	0.3580407554
631	0.3580126942
632	0.3579830258
633	0.3579628016
634	0.3579221009
635	0.3579062751
636	0.3578658446
637	0.3578566289
638	0.3578334869
639	0.3578062415
640	0.3577808929
641	0.3577491246
642	0.3577139556
643	0.3576803282
644	0.3576634284
645	0.3576288836
646	0.3575874986
647	0.3575604208
648	0.3575364144
649	0.3575051994
650	0.357472185
651	0.3574325173
652	0.3574037672
653	0.3573837068
654	0.3573548234
655	0.3573233663
656	0.3573029163
657	0.3572868899
658	0.3572462275
659	0.3572059194
660	0.3571707174
661	0.3571450193
662	0.3570992522
663	0.3570579594
664	0.3570452624
665	0.3570156141
666	0.3569995
667	0.3569800717
668	0.356954816
669	0.356921229
670	0.3568786156
671	0.3568513498
672	0.356838978
673	0.3568160243
674	0.356798642
675	0.356798539
676	0.3567743295
677	0.3567493556
678	0.3567114484
679	0.3566883295
680	0.3566712675
681	0.3566431971
682	0.3566061589
683	0.3565730306
684	0.3565470562
685	0.3565084378
686	0.3564843779
687	0.3564455163
688	0.3564243362
689	0.356402667
690	0.3563754447
691	0.3563535558
692	0.3563297719
693	0.356289684
694	0.3562709463
695	0.3562496568
696	0.3562242326
697	0.3561883873
698	0.3561756073
699	0.3561460542
700	0.3561023584
701	0.3560812157
702	0.3560440428
703	0.3560438964
704	0.3560178815
705	0.3559981446
706	0.3559721518
707	0.355942111
708	0.3559083854
709	0.3558838938
710	0.3558621363
711	0.355825884
712	0.3557949889
713	0.3557743557
714	0.3557482818
715	0.3557151903
716	0.3556917923
717	0.355654848
718	0.3556324656
719	0.3556006759
720	0.3555737241
721	0.3555436612
722	0.3555110364
723	0.3554832209
724	0.3554612782
725	0.3554294974
726	0.3553894433
727	0.3553532876
728	0.3553128933
729	0.3552767837
730	0.3552501538
731	0.3552164039
732	0.3551837421
733	0.3551578084
734	0.3551343185
735	0.355093736
736	0.3550716957
737	0.3550424786
738	0.3550206308
739	0.354995938
740	0.3549776153
741	0.3549549539
742	0.3549220957
743	0.3548980605
744	0.3548659846
745	0.3548498112
746	0.3548216634
747	0.3547918704
748	0.3547685895
749	0.3547481057
750	0.3547055844
751	0.3546952673
752	0.3546715436
753	0.3546415351
754	0.3546063847
755	0.3545631386
756	0.3545217345
757	0.354497086
758	0.3544553022
759	0.3544251108
760	0.3543955694
761	0.3543583145
762	0.3543439741
763	0.3543220997
764	0.3542848015
765	0.354264652
766	0.3542376806
767	0.3542178967
768	0.3541931975
769	0.3541627965
770	0.3541219174
771	0.3540999474
772	0.3540778208
773	0.3540492833
774	0.3540208553
775	0.3539991271
776	0.3539677698
777	0.3539551996
778	0.3539273503
779	0.3538970648
780	0.3538700542
781	0.3538413034
782	0.3538038406
783	0.3537750578
784	0.3537413289
785	0.3537081148
786	0.3536812896
787	0.353652108
788	0.3536162844
789	0.3535876208
790	0.3535690753
791	0.3535595582
792	0.3535329008
793	0.3534997768
794	0.3534783199
795	0.3534446131
796	0.3534038127
797	0.3533752181
798	0.3533345868
799	0.3533155995
800	0.3532872175
801	0.353269963
802	0.3532268408
803	0.3531944684
804	0.3531802316
805	0.3531417039
806	0.3531122209
807	0.3530942487
808	0.3530794634
809	0.3530672189
810	0.3530532391
811	0.3530278985
812	0.3529955339
813	0.3529698365
814	0.3529391501
815	0.3529347086
816	0.3529066793
817	0.3528878731
818	0.3528525526
819	0.3528239695
820	0.352810463
821	0.3527924249
822	0.3527590583
823	0.3527227319
824	0.3526945697
825	0.3526814078
826	0.3526647715
827	0.3526395763
828	0.3526018612
829	0.3525780341
830	0.3525454687
831	0.352517189
832	0.352496509
833	0.3524629595
834	0.3524382514
835	0.3524149323
836	0.3523923093
837	0.3523569211
838	0.3523356165
839	0.3523178019
840	0.3522824895
841	0.3522520551
842	0.3522367843
843	0.3522145839
844	0.3521798207
845	0.3521699188
846	0.3521478302
847	0.3521286792
848	0.3521124655
849	0.3520947525
850	0.3520641348
851	0.3520436857
852	0.352021806
853	0.352007908
854	0.3519892526
855	0.3519529545
856	0.3519324863
857	0.3519047653
858	0.3518812874
859	0.3518404326
860	0.3518087389
861	0.3517808916
862	0.3517620989
863	0.3517414364
864	0.3517215359
865	0.3516918637
866	0.3516801105
867	0.3516381184
868	0.3516159023
869	0.3515712807
870	0.3515494705
871	0.3515238818
872	0.351489099
873	0.3514552702
874	0.3514258308
875	0.3514032942
876	0.3513678866
877	0.3513376155
878	0.3513111695
879	0.3512759919
880	0.3512412879
881	0.3512134075
882	0.3511733913
883	0.3511338576
884	0.351108626
885	0.3510819211
886	0.3510680341
887	0.3510425429
888	0.3510211885
889	0.3510076649
890	0.350968337
891	0.3509447868
892	0.3509156997
893	0.350893755
894	0.3508880937
895	0.3508626835
896	0.350847791
897	0.3508142414
898	0.3507933777
899	0.3507740124
900	0.3507499604
901	0.3507252555
902	0.3507109779
903	0.3506770134
904	0.3506571394
905	0.350639057
906	0.3506057352
907	0.3505747723
908	0.3505505332
909	0.3505305061
910	0.3504884296
911	0.350466024
912	0.3504497346
913	0.3504240829
914	0.3503909317
915	0.3503556628
916	0.3503314185
917	0.3503020307
918	0.3502748627
919	0.3502495599
920	0.3502178705
921	0.3501987911
922	0.3501663315
923	0.3501369499
924	0.3501262728
925	0.3501109687
926	0.3500803512
927	0.3500652514
928	0.3500521691
929	0.3500257119
930	0.3500120237
931	0.3499914668
932	0.3499661186
933	0.3499356371
934	0.3499231
935	0.3498886011
936	0.3498616254
937	0.3498284846
938	0.349815302
939	0.3497893311
940	0.3497604121
941	0.349740702
942	0.3497156127
943	0.3497016054
944	0.3496894887
945	0.3496635444
946	0.3496430848
947	0.349615191
948	0.3495906912
949	0.3495653927
950	0.3495277244
951	0.3495015025
952	0.3494897809
953	0.3494707607
954	0.3494470695
955	0.349415873
956	0.3493926237
957	0.3493621273
958	0.3493522934
959	0.3493374619
960	0.349304558
961	0.3492765047
962	0.3492485603
963	0.3492251155
964	0.349199626
965	0.3491777491
966	0.3491339608
967	0.3491304062
968	0.3490970921
969	0.3490614108
970	0.3490448554
971	0.3490131983
972	0.3489982451
973	0.3489873668
974	0.3489681654
975	0.3489496771
976	0.3489260219
977	0.3488995913
978	0.3488788368
979	0.3488571573
980	0.3488207983
981	0.3488043215
982	0.3487912446
983	0.3487677561
984	0.3487349924
985	0.348713572
986	0.3486968002
987	0.3486802687
988	0.3486614321
989	0.3486433099
990	0.3486177553
991	0.3485932768
992	0.3485797613
993	0.3485451462
994	0.3485211652
995	0.3484932806
996	0.3484722167
997	0.3484358382
998	0.3484081904
999	0.3483900874
