Date,Parameter,Parameter_Category,Operating_Area,System_City,System_City_Calculated
25-Feb-18,Max Temperature (Deg C),Weather,WOA,Makkah,36
26-Feb-18,Max Temperature (Deg C),Weather,WOA,Makkah,33
27-Feb-18,Max Temperature (Deg C),Weather,WOA,Makkah,37.4
28-Feb-18,Max Temperature (Deg C),Weather,WOA,Makkah,36
1-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,32
2-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,36.2
3-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,35.4
4-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,35
5-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,33.4
6-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,37.2
7-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
8-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
9-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,36
10-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,38.2
11-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,37
12-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,35.3
13-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,38
14-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,38
15-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,35.2
16-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,36.2
17-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,38.2
18-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,38
19-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,38.4
20-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,39.3
21-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,38
22-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,39.1
23-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
24-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,39
25-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,40.4
26-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,38
27-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,39
28-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,39
29-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,39.4
30-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,36
31-Mar-18,Max Temperature (Deg C),Weather,WOA,Makkah,38
1-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,37
2-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,37
3-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,38
4-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,38.2
5-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,37
6-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,35
7-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,39
8-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,37.4
9-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,37
10-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,38
11-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,35
12-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,38
13-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,38
14-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,39
15-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,39
16-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
17-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,39
18-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
19-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
20-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,39.4
21-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
22-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,38.3
23-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,38
24-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,38.2
25-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,37
26-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,36.2
27-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,35.4
28-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,37.4
29-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
30-Apr-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
1-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
2-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,41
3-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
4-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
5-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,41
6-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
7-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
8-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,39
9-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
10-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,44
11-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,44
12-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
13-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
14-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
15-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
16-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
17-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,41.4
18-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,44
19-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,45.2
20-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,40
21-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,41
22-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,44
23-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,46.3
24-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,47
25-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,47.2
26-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,47
27-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,46
28-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,46
29-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,44
30-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,45
31-May-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
1-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,41
2-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
3-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,43.2
4-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,42.1
5-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
6-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
7-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,44
8-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,41
9-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,41
10-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,41
11-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,46
12-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,45.4
13-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
14-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
15-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
16-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,46
17-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,48.2
18-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,46
19-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
20-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,44
21-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,45.2
22-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,45
23-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,45
24-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
25-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,43.2
26-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
27-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,44
28-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,44.4
29-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
30-Jun-18,Max Temperature (Deg C),Weather,WOA,Makkah,42.2
1-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,44
2-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,46
3-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,42.1
4-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
5-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,41.4
6-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,42.4
7-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
8-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
9-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
10-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
11-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,41.2
12-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
13-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
14-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,43.2
15-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,43.2
16-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
17-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
18-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,42.3
19-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
20-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,44
21-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,45
22-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,44
23-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
24-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,43.4
25-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
26-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,44
27-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,44.4
28-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,41.2
29-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
30-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,41.2
31-Jul-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
1-Aug-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
2-Aug-18,Max Temperature (Deg C),Weather,WOA,Makkah,42.4
3-Aug-18,Max Temperature (Deg C),Weather,WOA,Makkah,42
4-Aug-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
5-Aug-18,Max Temperature (Deg C),Weather,WOA,Makkah,44
6-Aug-18,Max Temperature (Deg C),Weather,WOA,Makkah,43
7-Aug-18,Max Temperature (Deg C),Weather,WOA,Makkah,35
,,,,,
