System_City_Calculated,Date,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
3081.6774193548385,2018-07-31,3347.1,3070.967741935484,2482.2,2246.7419354838707,1973.607142857143,1615.6774193548388,1865.741935483871,2255.0,2844.9032258064517,3761.5666666666666,4001.2580645161293,3326.5806451612902
3750.0967741935483,2018-08-31,3081.6774193548385,3347.1,3070.967741935484,2482.2,2246.7419354838707,1973.607142857143,1615.6774193548388,1865.741935483871,2255.0,2844.9032258064517,3761.5666666666666,4001.2580645161293
3282.6,2018-09-30,3750.0967741935483,3081.6774193548385,3347.1,3070.967741935484,2482.2,2246.7419354838707,1973.607142857143,1615.6774193548388,1865.741935483871,2255.0,2844.9032258064517,3761.5666666666666
2588.5806451612902,2018-10-31,3282.6,3750.0967741935483,3081.6774193548385,3347.1,3070.967741935484,2482.2,2246.7419354838707,1973.607142857143,1615.6774193548388,1865.741935483871,2255.0,2844.9032258064517
1846.4333333333334,2018-11-30,2588.5806451612902,3282.6,3750.0967741935483,3081.6774193548385,3347.1,3070.967741935484,2482.2,2246.7419354838707,1973.607142857143,1615.6774193548388,1865.741935483871,2255.0
1622.1612903225807,2018-12-31,1846.4333333333334,2588.5806451612902,3282.6,3750.0967741935483,3081.6774193548385,3347.1,3070.967741935484,2482.2,2246.7419354838707,1973.607142857143,1615.6774193548388,1865.741935483871
1595.2903225806451,2019-01-31,1622.1612903225807,1846.4333333333334,2588.5806451612902,3282.6,3750.0967741935483,3081.6774193548385,3347.1,3070.967741935484,2482.2,2246.7419354838707,1973.607142857143,1615.6774193548388
1609.9285714285713,2019-02-28,1595.2903225806451,1622.1612903225807,1846.4333333333334,2588.5806451612902,3282.6,3750.0967741935483,3081.6774193548385,3347.1,3070.967741935484,2482.2,2246.7419354838707,1973.607142857143
1715.2903225806451,2019-03-31,1609.9285714285713,1595.2903225806451,1622.1612903225807,1846.4333333333334,2588.5806451612902,3282.6,3750.0967741935483,3081.6774193548385,3347.1,3070.967741935484,2482.2,2246.7419354838707
2294.3333333333335,2019-04-30,1715.2903225806451,1609.9285714285713,1595.2903225806451,1622.1612903225807,1846.4333333333334,2588.5806451612902,3282.6,3750.0967741935483,3081.6774193548385,3347.1,3070.967741935484,2482.2
