Date,Time,Datetime,System_City_Actual,Operating_Area,System_City
1-Jun-18,5:00,01JUN18:05:00,30,COA,Qassim
2-Jun-18,5:00,02JUN18:05:00,30,COA,Qassim
3-Jun-18,5:00,03JUN18:05:00,28,COA,Qassim
4-Jun-18,5:00,04JUN18:05:00,29,COA,Qassim
5-Jun-18,5:00,05JUN18:05:00,28,COA,Qassim
6-Jun-18,5:00,06JUN18:05:00,30,COA,Qassim
7-Jun-18,5:00,07JUN18:05:00,34,COA,Qassim
8-Jun-18,5:00,08JUN18:05:00,32,COA,Qassim
9-Jun-18,5:00,09JUN18:05:00,30,COA,Qassim
10-Jun-18,5:00,10JUN18:05:00,30,COA,Qassim
11-Jun-18,5:00,11JUN18:05:00,28,COA,Qassim
12-Jun-18,5:00,12JUN18:05:00,26,COA,Qassim
13-Jun-18,5:00,13JUN18:05:00,29,COA,Qassim
14-Jun-18,5:00,14JUN18:05:00,25,COA,Qassim
15-Jun-18,5:00,15JUN18:05:00,27,COA,Qassim
16-Jun-18,5:00,16JUN18:05:00,26,COA,Qassim
17-Jun-18,5:00,17JUN18:05:00,25,COA,Qassim
18-Jun-18,5:00,18JUN18:05:00,27,COA,Qassim
19-Jun-18,5:00,19JUN18:05:00,28,COA,Qassim
20-Jun-18,5:00,20JUN18:05:00,32,COA,Qassim
21-Jun-18,5:00,21JUN18:05:00,31,COA,Qassim
22-Jun-18,5:00,22JUN18:05:00,27,COA,Qassim
23-Jun-18,5:00,23JUN18:05:00,27,COA,Qassim
24-Jun-18,5:00,24JUN18:05:00,25,COA,Qassim
25-Jun-18,5:00,25JUN18:05:00,28,COA,Qassim
26-Jun-18,5:00,26JUN18:05:00,27,COA,Qassim
27-Jun-18,5:00,27JUN18:05:00,28,COA,Qassim
28-Jun-18,5:00,28JUN18:05:00,28,COA,Qassim
29-Jun-18,5:00,29JUN18:05:00,28,COA,Qassim
30-Jun-18,5:00,30JUN18:05:00,31,COA,Qassim
1-Jul-18,5:00,01JUL18:05:00,29,COA,Qassim
2-Jul-18,5:00,02JUL18:05:00,30,COA,Qassim
3-Jul-18,5:00,03JUL18:05:00,30,COA,Qassim
4-Jul-18,5:00,04JUL18:05:00,31,COA,Qassim
5-Jul-18,5:00,05JUL18:05:00,30,COA,Qassim
6-Jul-18,5:00,06JUL18:05:00,33,COA,Qassim
7-Jul-18,5:00,07JUL18:05:00,34,COA,Qassim
8-Jul-18,5:00,08JUL18:05:00,34,COA,Qassim
9-Jul-18,5:00,09JUL18:05:00,34,COA,Qassim
10-Jul-18,5:00,10JUL18:05:00,33,COA,Qassim
11-Jul-18,5:00,11JUL18:05:00,32,COA,Qassim
12-Jul-18,5:00,12JUL18:05:00,31,COA,Qassim
13-Jul-18,5:00,13JUL18:05:00,31,COA,Qassim
14-Jul-18,5:00,14JUL18:05:00,35,COA,Qassim
15-Jul-18,5:00,15JUL18:05:00,31,COA,Qassim
16-Jul-18,5:00,16JUL18:05:00,30,COA,Qassim
17-Jul-18,5:00,17JUL18:05:00,29,COA,Qassim
18-Jul-18,5:00,18JUL18:05:00,29,COA,Qassim
19-Jul-18,5:00,19JUL18:05:00,31,COA,Qassim
20-Jul-18,5:00,20JUL18:05:00,32,COA,Qassim
21-Jul-18,5:00,21JUL18:05:00,30,COA,Qassim
22-Jul-18,5:00,22JUL18:05:00,32,COA,Qassim
23-Jul-18,5:00,23JUL18:05:00,32,COA,Qassim
24-Jul-18,5:00,24JUL18:05:00,29,COA,Qassim
25-Jul-18,5:00,25JUL18:05:00,30,COA,Qassim
26-Jul-18,5:00,26JUL18:05:00,29,COA,Qassim
27-Jul-18,5:00,27JUL18:05:00,28,COA,Qassim
28-Jul-18,5:00,28JUL18:05:00,28,COA,Qassim
29-Jul-18,5:00,29JUL18:05:00,28,COA,Qassim
30-Jul-18,5:00,30JUL18:05:00,29,COA,Qassim
31-Jul-18,5:00,31JUL18:05:00,29,COA,Qassim
1-Aug-18,5:00,01AUG18:05:00,28,COA,Qassim
2-Aug-18,5:00,02AUG18:05:00,28,COA,Qassim
3-Aug-18,5:00,03AUG18:05:00,27,COA,Qassim
4-Aug-18,5:00,04AUG18:05:00,28,COA,Qassim
5-Aug-18,5:00,05AUG18:05:00,33,COA,Qassim
6-Aug-18,5:00,06AUG18:05:00,34,COA,Qassim
7-Aug-18,5:00,07AUG18:05:00,32,COA,Qassim
8-Aug-18,5:00,08AUG18:05:00,31,COA,Qassim
9-Aug-18,5:00,09AUG18:05:00,30,COA,Qassim
10-Aug-18,5:00,10AUG18:05:00,29,COA,Qassim
11-Aug-18,5:00,11AUG18:05:00,29,COA,Qassim
12-Aug-18,5:00,12AUG18:05:00,28,COA,Qassim
13-Aug-18,5:00,13AUG18:05:00,28,COA,Qassim
14-Aug-18,5:00,14AUG18:05:00,30,COA,Qassim
15-Aug-18,5:00,15AUG18:05:00,27,COA,Qassim
16-Aug-18,5:00,16AUG18:05:00,27,COA,Qassim
17-Aug-18,5:00,17AUG18:05:00,27,COA,Qassim
18-Aug-18,5:00,18AUG18:05:00,28,COA,Qassim
19-Aug-18,5:00,19AUG18:05:00,26,COA,Qassim
20-Aug-18,5:00,20AUG18:05:00,24,COA,Qassim
21-Aug-18,5:00,21AUG18:05:00,26,COA,Qassim
22-Aug-18,5:00,22AUG18:05:00,26,COA,Qassim
23-Aug-18,5:00,23AUG18:05:00,26,COA,Qassim
24-Aug-18,5:00,24AUG18:05:00,27,COA,Qassim
25-Aug-18,5:00,25AUG18:05:00,29,COA,Qassim
26-Aug-18,5:00,26AUG18:05:00,27,COA,Qassim
27-Aug-18,5:00,27AUG18:05:00,28,COA,Qassim
28-Aug-18,5:00,28AUG18:05:00,29,COA,Qassim
29-Aug-18,5:00,29AUG18:05:00,28,COA,Qassim
30-Aug-18,5:00,30AUG18:05:00,28,COA,Qassim
31-Aug-18,5:00,31AUG18:05:00,29,COA,Qassim
1-Sep-18,5:00,01SEP18:05:00,29,COA,Qassim
2-Sep-18,5:00,02SEP18:05:00,29,COA,Qassim
3-Sep-18,5:00,03SEP18:05:00,27,COA,Qassim
4-Sep-18,5:00,04SEP18:05:00,28,COA,Qassim
5-Sep-18,5:00,05SEP18:05:00,30,COA,Qassim
6-Sep-18,5:00,06SEP18:05:00,27,COA,Qassim
7-Sep-18,5:00,07SEP18:05:00,27,COA,Qassim
8-Sep-18,5:00,08SEP18:05:00,27,COA,Qassim
9-Sep-18,5:00,09SEP18:05:00,27,COA,Qassim
10-Sep-18,5:00,10SEP18:05:00,29,COA,Qassim
11-Sep-18,5:00,11SEP18:05:00,29,COA,Qassim
12-Sep-18,5:00,12SEP18:05:00,26,COA,Qassim
13-Sep-18,5:00,13SEP18:05:00,29,COA,Qassim
14-Sep-18,5:00,14SEP18:05:00,28,COA,Qassim
15-Sep-18,5:00,15SEP18:05:00,26,COA,Qassim
19-Sep-18,5:00,19SEP18:05:00,27,COA,Qassim
21-Sep-18,5:00,21SEP18:05:00,25,COA,Qassim
22-Sep-18,5:00,22SEP18:05:00,28,COA,Qassim
23-Sep-18,5:00,23SEP18:05:00,27,COA,Qassim
25-Sep-18,5:00,25SEP18:05:00,28,COA,Qassim
26-Sep-18,5:00,26SEP18:05:00,30,COA,Qassim
27-Sep-18,5:00,27SEP18:05:00,31,COA,Qassim
28-Sep-18,5:00,28SEP18:05:00,27,COA,Qassim
29-Sep-18,5:00,29SEP18:05:00,25,COA,Qassim
30-Sep-18,5:00,30SEP18:05:00,23,COA,Qassim
1-Jun-19,5:00,01JUN19:05:00,26,COA,Qassim
2-Jun-19,5:00,02JUN19:05:00,25,COA,Qassim
3-Jun-19,5:00,03JUN19:05:00,31,COA,Qassim
4-Jun-19,5:00,04JUN19:05:00,27,COA,Qassim
5-Jun-19,5:00,05JUN19:05:00,28,COA,Qassim
6-Jun-19,5:00,06JUN19:05:00,27,COA,Qassim
7-Jun-19,5:00,07JUN19:05:00,26,COA,Qassim
8-Jun-19,5:00,08JUN19:05:00,29,COA,Qassim
9-Jun-19,5:00,09JUN19:05:00,30,COA,Qassim
10-Jun-19,5:00,10JUN19:05:00,30,COA,Qassim
11-Jun-19,5:00,11JUN19:05:00,29,COA,Qassim
12-Jun-19,5:00,12JUN19:05:00,30,COA,Qassim
13-Jun-19,5:00,13JUN19:05:00,30,COA,Qassim
14-Jun-19,5:00,14JUN19:05:00,31,COA,Qassim
15-Jun-19,5:00,15JUN19:05:00,29,COA,Qassim
16-Jun-19,5:00,16JUN19:05:00,30,COA,Qassim
17-Jun-19,5:00,17JUN19:05:00,30,COA,Qassim
18-Jun-19,5:00,18JUN19:05:00,28,COA,Qassim
19-Jun-19,5:00,19JUN19:05:00,29,COA,Qassim
20-Jun-19,5:00,20JUN19:05:00,28,COA,Qassim
21-Jun-19,5:00,21JUN19:05:00,23,COA,Qassim
22-Jun-19,5:00,22JUN19:05:00,26,COA,Qassim
23-Jun-19,5:00,23JUN19:05:00,26,COA,Qassim
24-Jun-19,5:00,24JUN19:05:00,25,COA,Qassim
25-Jun-19,5:00,25JUN19:05:00,29,COA,Qassim
26-Jun-19,5:00,26JUN19:05:00,29,COA,Qassim
27-Jun-19,5:00,27JUN19:05:00,27,COA,Qassim
28-Jun-19,5:00,28JUN19:05:00,29,COA,Qassim
29-Jun-19,5:00,29JUN19:05:00,30,COA,Qassim
30-Jun-19,5:00,30JUN19:05:00,27,COA,Qassim
1-Jul-19,5:00,01JUL19:05:00,27,COA,Qassim
2-Jul-19,5:00,02JUL19:05:00,31,COA,Qassim
3-Jul-19,5:00,03JUL19:05:00,29,COA,Qassim
4-Jul-19,5:00,04JUL19:05:00,29,COA,Qassim
5-Jul-19,5:00,05JUL19:05:00,29,COA,Qassim
6-Jul-19,5:00,06JUL19:05:00,28,COA,Qassim
7-Jul-19,5:00,07JUL19:05:00,33,COA,Qassim
8-Jul-19,5:00,08JUL19:05:00,29,COA,Qassim
9-Jul-19,5:00,09JUL19:05:00,29,COA,Qassim
10-Jul-19,5:00,10JUL19:05:00,26,COA,Qassim
11-Jul-19,5:00,11JUL19:05:00,25,COA,Qassim
12-Jul-19,5:00,12JUL19:05:00,26,COA,Qassim
13-Jul-19,5:00,13JUL19:05:00,26,COA,Qassim
14-Jul-19,5:00,14JUL19:05:00,26,COA,Qassim
15-Jul-19,5:00,15JUL19:05:00,27,COA,Qassim
16-Jul-19,5:00,16JUL19:05:00,27,COA,Qassim
17-Jul-19,5:00,17JUL19:05:00,29,COA,Qassim
18-Jul-19,5:00,18JUL19:05:00,26,COA,Qassim
19-Jul-19,5:00,19JUL19:05:00,28,COA,Qassim
20-Jul-19,5:00,20JUL19:05:00,25,COA,Qassim
21-Jul-19,5:00,21JUL19:05:00,25,COA,Qassim
22-Jul-19,5:00,22JUL19:05:00,26,COA,Qassim
23-Jul-19,5:00,23JUL19:05:00,26,COA,Qassim
24-Jul-19,5:00,24JUL19:05:00,29,COA,Qassim
25-Jul-19,5:00,25JUL19:05:00,30,COA,Qassim
26-Jul-19,5:00,26JUL19:05:00,31,COA,Qassim
27-Jul-19,5:00,27JUL19:05:00,28,COA,Qassim
28-Jul-19,5:00,28JUL19:05:00,28,COA,Qassim
29-Jul-19,5:00,29JUL19:05:00,29,COA,Qassim
30-Jul-19,5:00,30JUL19:05:00,31,COA,Qassim
31-Jul-19,5:00,31JUL19:05:00,30,COA,Qassim
1-Aug-19,5:00,01AUG19:05:00,33,COA,Qassim
2-Aug-19,5:00,02AUG19:05:00,29,COA,Qassim
3-Aug-19,5:00,03AUG19:05:00,29,COA,Qassim
4-Aug-19,5:00,04AUG19:05:00,27,COA,Qassim
5-Aug-19,5:00,05AUG19:05:00,26,COA,Qassim
6-Aug-19,5:00,06AUG19:05:00,29,COA,Qassim
7-Aug-19,5:00,07AUG19:05:00,28,COA,Qassim
8-Aug-19,5:00,08AUG19:05:00,26,COA,Qassim
9-Aug-19,5:00,09AUG19:05:00,26,COA,Qassim
10-Aug-19,5:00,10AUG19:05:00,26,COA,Qassim
11-Aug-19,5:00,11AUG19:05:00,25,COA,Qassim
12-Aug-19,5:00,12AUG19:05:00,25,COA,Qassim
14-Aug-19,5:00,14AUG19:05:00,26,COA,Qassim
15-Aug-19,5:00,15AUG19:05:00,27,COA,Qassim
16-Aug-19,5:00,16AUG19:05:00,27,COA,Qassim
17-Aug-19,5:00,17AUG19:05:00,25,COA,Qassim
18-Aug-19,5:00,18AUG19:05:00,25,COA,Qassim
19-Aug-19,5:00,19AUG19:05:00,26,COA,Qassim
20-Aug-19,5:00,20AUG19:05:00,30,COA,Qassim
21-Aug-19,5:00,21AUG19:05:00,30,COA,Qassim
22-Aug-19,5:00,22AUG19:05:00,27,COA,Qassim
23-Aug-19,5:00,23AUG19:05:00,31,COA,Qassim
24-Aug-19,5:00,24AUG19:05:00,27,COA,Qassim
25-Aug-19,5:00,25AUG19:05:00,27,COA,Qassim
26-Aug-19,5:00,26AUG19:05:00,26,COA,Qassim
27-Aug-19,5:00,27AUG19:05:00,26,COA,Qassim
28-Aug-19,5:00,28AUG19:05:00,29,COA,Qassim
29-Aug-19,5:00,29AUG19:05:00,30,COA,Qassim
30-Aug-19,5:00,30AUG19:05:00,29,COA,Qassim
31-Aug-19,5:00,31AUG19:05:00,27,COA,Qassim
1-Sep-19,5:00,01SEP19:05:00,29,COA,Qassim
2-Sep-19,5:00,02SEP19:05:00,31,COA,Qassim
3-Sep-19,5:00,03SEP19:05:00,29,COA,Qassim
4-Sep-19,5:00,04SEP19:05:00,32,COA,Qassim
5-Sep-19,5:00,05SEP19:05:00,31,COA,Qassim
6-Sep-19,5:00,06SEP19:05:00,32,COA,Qassim
7-Sep-19,5:00,07SEP19:05:00,31,COA,Qassim
8-Sep-19,5:00,08SEP19:05:00,28,COA,Qassim
9-Sep-19,5:00,09SEP19:05:00,26,COA,Qassim
10-Sep-19,5:00,10SEP19:05:00,26,COA,Qassim
11-Sep-19,5:00,11SEP19:05:00,25,COA,Qassim
12-Sep-19,5:00,12SEP19:05:00,25,COA,Qassim
13-Sep-19,5:00,13SEP19:05:00,25,COA,Qassim
14-Sep-19,5:00,14SEP19:05:00,26,COA,Qassim
15-Sep-19,5:00,15SEP19:05:00,25,COA,Qassim
16-Sep-19,5:00,16SEP19:05:00,25,COA,Qassim
18-Sep-19,5:00,18SEP19:05:00,25,COA,Qassim
19-Sep-19,5:00,19SEP19:05:00,28,COA,Qassim
20-Sep-19,5:00,20SEP19:05:00,26,COA,Qassim
21-Sep-19,5:00,21SEP19:05:00,24,COA,Qassim
22-Sep-19,5:00,22SEP19:05:00,25,COA,Qassim
23-Sep-19,5:00,23SEP19:05:00,25,COA,Qassim
24-Sep-19,5:00,24SEP19:05:00,26,COA,Qassim
25-Sep-19,5:00,25SEP19:05:00,24,COA,Qassim
26-Sep-19,5:00,26SEP19:05:00,26,COA,Qassim
27-Sep-19,5:00,27SEP19:05:00,23,COA,Qassim
28-Sep-19,5:00,28SEP19:05:00,26,COA,Qassim
29-Sep-19,5:00,29SEP19:05:00,26,COA,Qassim
30-Sep-19,5:00,30SEP19:05:00,25,COA,Qassim
1-Jun-20,5:00,01JUN20:05:00,26,COA,Qassim
2-Jun-20,5:00,02JUN20:05:00,30,COA,Qassim
3-Jun-20,5:00,03JUN20:05:00,27,COA,Qassim
4-Jun-20,5:00,04JUN20:05:00,28,COA,Qassim
5-Jun-20,5:00,05JUN20:05:00,28,COA,Qassim
6-Jun-20,5:00,06JUN20:05:00,30,COA,Qassim
7-Jun-20,5:00,07JUN20:05:00,28,COA,Qassim
8-Jun-20,5:00,08JUN20:05:00,31,COA,Qassim
9-Jun-20,5:00,09JUN20:05:00,28,COA,Qassim
10-Jun-20,5:00,10JUN20:05:00,26,COA,Qassim
11-Jun-20,5:00,11JUN20:05:00,26,COA,Qassim
12-Jun-20,5:00,12JUN20:05:00,28,COA,Qassim
13-Jun-20,5:00,13JUN20:05:00,28,COA,Qassim
14-Jun-20,5:00,14JUN20:05:00,27,COA,Qassim
15-Jun-20,5:00,15JUN20:05:00,30,COA,Qassim
16-Jun-20,5:00,16JUN20:05:00,32,COA,Qassim
17-Jun-20,5:00,17JUN20:05:00,30,COA,Qassim
18-Jun-20,5:00,18JUN20:05:00,26,COA,Qassim
19-Jun-20,5:00,19JUN20:05:00,24,COA,Qassim
20-Jun-20,5:00,20JUN20:05:00,24,COA,Qassim
21-Jun-20,5:00,21JUN20:05:00,26,COA,Qassim
22-Jun-20,5:00,22JUN20:05:00,24,COA,Qassim
23-Jun-20,5:00,23JUN20:05:00,24,COA,Qassim
24-Jun-20,5:00,24JUN20:05:00,24,COA,Qassim
25-Jun-20,5:00,25JUN20:05:00,25,COA,Qassim
26-Jun-20,5:00,26JUN20:05:00,25,COA,Qassim
27-Jun-20,5:00,27JUN20:05:00,25,COA,Qassim
28-Jun-20,5:00,28JUN20:05:00,26,COA,Qassim
29-Jun-20,5:00,29JUN20:05:00,29,COA,Qassim
30-Jun-20,5:00,30JUN20:05:00,28,COA,Qassim
1-Jul-20,5:00,01JUL20:05:00,27,COA,Qassim
2-Jul-20,5:00,02JUL20:05:00,30,COA,Qassim
3-Jul-20,5:00,03JUL20:05:00,32,COA,Qassim
4-Jul-20,5:00,04JUL20:05:00,28,COA,Qassim
5-Jul-20,5:00,05JUL20:05:00,31,COA,Qassim
6-Jul-20,5:00,06JUL20:05:00,29,COA,Qassim
7-Jul-20,5:00,07JUL20:05:00,30,COA,Qassim
8-Jul-20,5:00,08JUL20:05:00,28,COA,Qassim
9-Jul-20,5:00,09JUL20:05:00,26,COA,Qassim
10-Jul-20,5:00,10JUL20:05:00,27,COA,Qassim
11-Jul-20,5:00,11JUL20:05:00,27,COA,Qassim
12-Jul-20,5:00,12JUL20:05:00,32,COA,Qassim
13-Jul-20,5:00,13JUL20:05:00,33,COA,Qassim
14-Jul-20,5:00,14JUL20:05:00,33,COA,Qassim
15-Jul-20,5:00,15JUL20:05:00,31,COA,Qassim
16-Jul-20,5:00,16JUL20:05:00,32,COA,Qassim
17-Jul-20,5:00,17JUL20:05:00,28,COA,Qassim
18-Jul-20,5:00,18JUL20:05:00,28,COA,Qassim
19-Jul-20,5:00,19JUL20:05:00,32,COA,Qassim
20-Jul-20,5:00,20JUL20:05:00,34,COA,Qassim
21-Jul-20,5:00,21JUL20:05:00,30,COA,Qassim
22-Jul-20,5:00,22JUL20:05:00,29,COA,Qassim
23-Jul-20,5:00,23JUL20:05:00,34,COA,Qassim
24-Jul-20,5:00,24JUL20:05:00,31,COA,Qassim
25-Jul-20,5:00,25JUL20:05:00,31,COA,Qassim
26-Jul-20,5:00,26JUL20:05:00,30,COA,Qassim
27-Jul-20,5:00,27JUL20:05:00,32,COA,Qassim
28-Jul-20,5:00,28JUL20:05:00,32,COA,Qassim
29-Jul-20,5:00,29JUL20:05:00,31,COA,Qassim
30-Jul-20,5:00,30JUL20:05:00,31,COA,Qassim
31-Jul-20,5:00,31JUL20:05:00,35,COA,Qassim
1-Aug-20,5:00,01AUG20:05:00,34,COA,Qassim
2-Aug-20,5:00,02AUG20:05:00,33,COA,Qassim
3-Aug-20,5:00,03AUG20:05:00,31,COA,Qassim
4-Aug-20,5:00,04AUG20:05:00,29,COA,Qassim
5-Aug-20,5:00,05AUG20:05:00,26,COA,Qassim
6-Aug-20,5:00,06AUG20:05:00,25,COA,Qassim
7-Aug-20,5:00,07AUG20:05:00,26,COA,Qassim
8-Aug-20,5:00,08AUG20:05:00,30,COA,Qassim
9-Aug-20,5:00,09AUG20:05:00,29,COA,Qassim
10-Aug-20,5:00,10AUG20:05:00,29,COA,Qassim
11-Aug-20,5:00,11AUG20:05:00,26,COA,Qassim
12-Aug-20,5:00,12AUG20:05:00,25,COA,Qassim
14-Aug-20,5:00,14AUG20:05:00,25,COA,Qassim
15-Aug-20,5:00,15AUG20:05:00,27,COA,Qassim
16-Aug-20,5:00,16AUG20:05:00,27,COA,Qassim
17-Aug-20,5:00,17AUG20:05:00,27,COA,Qassim
18-Aug-20,5:00,18AUG20:05:00,26,COA,Qassim
19-Aug-20,5:00,19AUG20:05:00,25,COA,Qassim
21-Aug-20,5:00,21AUG20:05:00,26,COA,Qassim
22-Aug-20,5:00,22AUG20:05:00,30,COA,Qassim
23-Aug-20,5:00,23AUG20:05:00,29,COA,Qassim
24-Aug-20,5:00,24AUG20:05:00,27,COA,Qassim
25-Aug-20,5:00,25AUG20:05:00,30,COA,Qassim
26-Aug-20,5:00,26AUG20:05:00,30,COA,Qassim
27-Aug-20,5:00,27AUG20:05:00,28,COA,Qassim
28-Aug-20,5:00,28AUG20:05:00,26,COA,Qassim
29-Aug-20,5:00,29AUG20:05:00,27,COA,Qassim
30-Aug-20,5:00,30AUG20:05:00,25,COA,Qassim
31-Aug-20,5:00,31AUG20:05:00,28,COA,Qassim
1-Sep-20,5:00,01SEP20:05:00,25,COA,Qassim
2-Sep-20,5:00,02SEP20:05:00,29,COA,Qassim
3-Sep-20,5:00,03SEP20:05:00,27,COA,Qassim
4-Sep-20,5:00,04SEP20:05:00,27,COA,Qassim
5-Sep-20,5:00,05SEP20:05:00,26,COA,Qassim
6-Sep-20,5:00,06SEP20:05:00,26,COA,Qassim
7-Sep-20,5:00,07SEP20:05:00,24,COA,Qassim
8-Sep-20,5:00,08SEP20:05:00,26,COA,Qassim
9-Sep-20,5:00,09SEP20:05:00,24,COA,Qassim
10-Sep-20,5:00,10SEP20:05:00,27,COA,Qassim
11-Sep-20,5:00,11SEP20:05:00,27,COA,Qassim
12-Sep-20,5:00,12SEP20:05:00,24,COA,Qassim
13-Sep-20,5:00,13SEP20:05:00,26,COA,Qassim
14-Sep-20,5:00,14SEP20:05:00,24,COA,Qassim
15-Sep-20,5:00,15SEP20:05:00,28,COA,Qassim
16-Sep-20,5:00,16SEP20:05:00,27,COA,Qassim
17-Sep-20,5:00,17SEP20:05:00,27,COA,Qassim
18-Sep-20,5:00,18SEP20:05:00,24,COA,Qassim
19-Sep-20,5:00,19SEP20:05:00,24,COA,Qassim
20-Sep-20,5:00,20SEP20:05:00,24,COA,Qassim
21-Sep-20,5:00,21SEP20:05:00,23,COA,Qassim
22-Sep-20,5:00,22SEP20:05:00,27,COA,Qassim
23-Sep-20,5:00,23SEP20:05:00,24,COA,Qassim
24-Sep-20,5:00,24SEP20:05:00,27,COA,Qassim
25-Sep-20,5:00,25SEP20:05:00,22,COA,Qassim
26-Sep-20,5:00,26SEP20:05:00,24,COA,Qassim
27-Sep-20,5:00,27SEP20:05:00,24,COA,Qassim
28-Sep-20,5:00,28SEP20:05:00,26,COA,Qassim
29-Sep-20,5:00,29SEP20:05:00,22,COA,Qassim
30-Sep-20,5:00,30SEP20:05:00,22,COA,Qassim
1-Jun-21,5:00,01JUN21:05:00,29,COA,Qassim
2-Jun-21,5:00,02JUN21:05:00,28,COA,Qassim
3-Jun-21,5:00,03JUN21:05:00,29,COA,Qassim
4-Jun-21,5:00,04JUN21:05:00,29,COA,Qassim
5-Jun-21,5:00,05JUN21:05:00,29,COA,Qassim
6-Jun-21,5:00,06JUN21:05:00,30,COA,Qassim
7-Jun-21,5:00,07JUN21:05:00,29,COA,Qassim
8-Jun-21,5:00,08JUN21:05:00,28,COA,Qassim
9-Jun-21,5:00,09JUN21:05:00,26,COA,Qassim
10-Jun-21,5:00,10JUN21:05:00,28,COA,Qassim
11-Jun-21,5:00,11JUN21:05:00,27,COA,Qassim
12-Jun-21,5:00,12JUN21:05:00,25,COA,Qassim
13-Jun-21,5:00,13JUN21:05:00,25,COA,Qassim
14-Jun-21,5:00,14JUN21:05:00,25,COA,Qassim
15-Jun-21,5:00,15JUN21:05:00,26,COA,Qassim
16-Jun-21,5:00,16JUN21:05:00,28,COA,Qassim
17-Jun-21,5:00,17JUN21:05:00,27,COA,Qassim
18-Jun-21,5:00,18JUN21:05:00,23,COA,Qassim
19-Jun-21,5:00,19JUN21:05:00,23,COA,Qassim
20-Jun-21,5:00,20JUN21:05:00,24,COA,Qassim
21-Jun-21,5:00,21JUN21:05:00,26,COA,Qassim
22-Jun-21,5:00,22JUN21:05:00,28,COA,Qassim
23-Jun-21,5:00,23JUN21:05:00,30,COA,Qassim
24-Jun-21,5:00,24JUN21:05:00,28,COA,Qassim
25-Jun-21,5:00,25JUN21:05:00,28,COA,Qassim
26-Jun-21,5:00,26JUN21:05:00,28,COA,Qassim
27-Jun-21,5:00,27JUN21:05:00,27,COA,Qassim
28-Jun-21,5:00,28JUN21:05:00,27,COA,Qassim
29-Jun-21,5:00,29JUN21:05:00,29,COA,Qassim
30-Jun-21,5:00,30JUN21:05:00,29,COA,Qassim
1-Jul-21,5:00,01JUL21:05:00,27,COA,Qassim
2-Jul-21,5:00,02JUL21:05:00,29,COA,Qassim
3-Jul-21,5:00,03JUL21:05:00,27,COA,Qassim
4-Jul-21,5:00,04JUL21:05:00,30,COA,Qassim
5-Jul-21,5:00,05JUL21:05:00,27,COA,Qassim
6-Jul-21,5:00,06JUL21:05:00,27,COA,Qassim
7-Jul-21,5:00,07JUL21:05:00,27,COA,Qassim
8-Jul-21,5:00,08JUL21:05:00,29,COA,Qassim
9-Jul-21,5:00,09JUL21:05:00,29,COA,Qassim
10-Jul-21,5:00,10JUL21:05:00,28,COA,Qassim
11-Jul-21,5:00,11JUL21:05:00,32,COA,Qassim
12-Jul-21,5:00,12JUL21:05:00,31,COA,Qassim
13-Jul-21,5:00,13JUL21:05:00,32,COA,Qassim
14-Jul-21,5:00,14JUL21:05:00,29,COA,Qassim
15-Jul-21,5:00,15JUL21:05:00,28,COA,Qassim
16-Jul-21,5:00,16JUL21:05:00,34,COA,Qassim
17-Jul-21,5:00,17JUL21:05:00,33,COA,Qassim
18-Jul-21,5:00,18JUL21:05:00,31,COA,Qassim
19-Jul-21,5:00,19JUL21:05:00,29,COA,Qassim
20-Jul-21,5:00,20JUL21:05:00,30,COA,Qassim
21-Jul-21,5:00,21JUL21:05:00,32,COA,Qassim
22-Jul-21,5:00,22JUL21:05:00,33,COA,Qassim
23-Jul-21,5:00,23JUL21:05:00,31,COA,Qassim
24-Jul-21,5:00,24JUL21:05:00,32,COA,Qassim
25-Jul-21,5:00,25JUL21:05:00,30,COA,Qassim
26-Jul-21,5:00,26JUL21:05:00,31,COA,Qassim
27-Jul-21,5:00,27JUL21:05:00,34,COA,Qassim
28-Jul-21,5:00,28JUL21:05:00,33,COA,Qassim
29-Jul-21,5:00,29JUL21:05:00,28,COA,Qassim
30-Jul-21,5:00,30JUL21:05:00,29,COA,Qassim
31-Jul-21,5:00,31JUL21:05:00,28,COA,Qassim
1-Aug-21,5:00,01AUG21:05:00,25,COA,Qassim
2-Aug-21,5:00,02AUG21:05:00,28,COA,Qassim
3-Aug-21,5:00,03AUG21:05:00,28,COA,Qassim
4-Aug-21,5:00,04AUG21:05:00,28,COA,Qassim
5-Aug-21,5:00,05AUG21:05:00,28,COA,Qassim
6-Aug-21,5:00,06AUG21:05:00,28,COA,Qassim
7-Aug-21,5:00,07AUG21:05:00,30,COA,Qassim
8-Aug-21,5:00,08AUG21:05:00,27,COA,Qassim
9-Aug-21,5:00,09AUG21:05:00,30,COA,Qassim
10-Aug-21,5:00,10AUG21:05:00,29,COA,Qassim
11-Aug-21,5:00,11AUG21:05:00,29,COA,Qassim
12-Aug-21,5:00,12AUG21:05:00,29,COA,Qassim
13-Aug-21,5:00,13AUG21:05:00,34,COA,Qassim
14-Aug-21,5:00,14AUG21:05:00,30,COA,Qassim
15-Aug-21,5:00,15AUG21:05:00,30,COA,Qassim
16-Aug-21,5:00,16AUG21:05:00,29,COA,Qassim
17-Aug-21,5:00,17AUG21:05:00,29,COA,Qassim
18-Aug-21,5:00,18AUG21:05:00,26,COA,Qassim
