Date,Time,Datetime,System_City_Actual,Operating_Area,System_City
9-Oct-17,10:00,09OCT17:10:00,33,COA,Qassim
10-Oct-17,10:00,10OCT17:10:00,30,COA,Qassim
11-Oct-17,10:00,11OCT17:10:00,29,COA,Qassim
12-Oct-17,10:00,12OCT17:10:00,31,COA,Qassim
13-Oct-17,10:00,13OCT17:10:00,32,COA,Qassim
14-Oct-17,10:00,14OCT17:10:00,32,COA,Qassim
15-Oct-17,10:00,15OCT17:10:00,33,COA,Qassim
16-Oct-17,10:00,16OCT17:10:00,29,COA,Qassim
17-Oct-17,10:00,17OCT17:10:00,29,COA,Qassim
18-Oct-17,10:00,18OCT17:10:00,28,COA,Qassim
19-Oct-17,10:00,19OCT17:10:00,28,COA,Qassim
20-Oct-17,10:00,20OCT17:10:00,30,COA,Qassim
21-Oct-17,10:00,21OCT17:10:00,32,COA,Qassim
22-Oct-17,10:00,22OCT17:10:00,28,COA,Qassim
23-Oct-17,10:00,23OCT17:10:00,29,COA,Qassim
24-Oct-17,10:00,24OCT17:10:00,30,COA,Qassim
25-Oct-17,10:00,25OCT17:10:00,30,COA,Qassim
26-Oct-17,10:00,26OCT17:10:00,31,COA,Qassim
27-Oct-17,10:00,27OCT17:10:00,29,COA,Qassim
28-Oct-17,10:00,28OCT17:10:00,29,COA,Qassim
29-Oct-17,10:00,29OCT17:10:00,28,COA,Qassim
30-Oct-17,10:00,30OCT17:10:00,29,COA,Qassim
31-Oct-17,10:00,31OCT17:10:00,25,COA,Qassim
1-Nov-17,10:00,01NOV17:10:00,25,COA,Qassim
2-Nov-17,10:00,02NOV17:10:00,28,COA,Qassim
3-Nov-17,10:00,03NOV17:10:00,28,COA,Qassim
4-Nov-17,10:00,04NOV17:10:00,28,COA,Qassim
5-Nov-17,10:00,05NOV17:10:00,27,COA,Qassim
6-Nov-17,10:00,06NOV17:10:00,27,COA,Qassim
7-Nov-17,10:00,07NOV17:10:00,26,COA,Qassim
8-Nov-17,10:00,08NOV17:10:00,25,COA,Qassim
9-Nov-17,10:00,09NOV17:10:00,25,COA,Qassim
10-Nov-17,10:00,10NOV17:10:00,24,COA,Qassim
11-Nov-17,10:00,11NOV17:10:00,24,COA,Qassim
12-Nov-17,10:00,12NOV17:10:00,23,COA,Qassim
13-Nov-17,10:00,13NOV17:10:00,23,COA,Qassim
14-Nov-17,10:00,14NOV17:10:00,24,COA,Qassim
15-Nov-17,10:00,15NOV17:10:00,27,COA,Qassim
16-Nov-17,10:00,16NOV17:10:00,23,COA,Qassim
17-Nov-17,10:00,17NOV17:10:00,23,COA,Qassim
18-Nov-17,10:00,18NOV17:10:00,22,COA,Qassim
19-Nov-17,10:00,19NOV17:10:00,24,COA,Qassim
20-Nov-17,10:00,20NOV17:10:00,24,COA,Qassim
21-Nov-17,10:00,21NOV17:10:00,20,COA,Qassim
22-Nov-17,10:00,22NOV17:10:00,20,COA,Qassim
23-Nov-17,10:00,23NOV17:10:00,18,COA,Qassim
24-Nov-17,10:00,24NOV17:10:00,17,COA,Qassim
25-Nov-17,10:00,25NOV17:10:00,17,COA,Qassim
26-Nov-17,10:00,26NOV17:10:00,20,COA,Qassim
27-Nov-17,10:00,27NOV17:10:00,25,COA,Qassim
28-Nov-17,10:00,28NOV17:10:00,17,COA,Qassim
29-Nov-17,10:00,29NOV17:10:00,19,COA,Qassim
30-Nov-17,10:00,30NOV17:10:00,22,COA,Qassim
1-Oct-18,10:00,01OCT18:10:00,33,COA,Qassim
2-Oct-18,10:00,02OCT18:10:00,32,COA,Qassim
3-Oct-18,10:00,03OCT18:10:00,31,COA,Qassim
4-Oct-18,10:00,04OCT18:10:00,33,COA,Qassim
5-Oct-18,10:00,05OCT18:10:00,33,COA,Qassim
6-Oct-18,10:00,06OCT18:10:00,33,COA,Qassim
7-Oct-18,10:00,07OCT18:10:00,32,COA,Qassim
8-Oct-18,10:00,08OCT18:10:00,33,COA,Qassim
9-Oct-18,10:00,09OCT18:10:00,32,COA,Qassim
10-Oct-18,10:00,10OCT18:10:00,31,COA,Qassim
11-Oct-18,10:00,11OCT18:10:00,32,COA,Qassim
12-Oct-18,10:00,12OCT18:10:00,33,COA,Qassim
13-Oct-18,10:00,13OCT18:10:00,32,COA,Qassim
14-Oct-18,10:00,14OCT18:10:00,29,COA,Qassim
15-Oct-18,10:00,15OCT18:10:00,29,COA,Qassim
16-Oct-18,10:00,16OCT18:10:00,29,COA,Qassim
17-Oct-18,10:00,17OCT18:10:00,30,COA,Qassim
18-Oct-18,10:00,18OCT18:10:00,29,COA,Qassim
19-Oct-18,10:00,19OCT18:10:00,29,COA,Qassim
20-Oct-18,10:00,20OCT18:10:00,28,COA,Qassim
21-Oct-18,10:00,21OCT18:10:00,25,COA,Qassim
22-Oct-18,10:00,22OCT18:10:00,29,COA,Qassim
23-Oct-18,10:00,23OCT18:10:00,27,COA,Qassim
24-Oct-18,10:00,24OCT18:10:00,25,COA,Qassim
25-Oct-18,10:00,25OCT18:10:00,29,COA,Qassim
26-Oct-18,10:00,26OCT18:10:00,27,COA,Qassim
27-Oct-18,10:00,27OCT18:10:00,22,COA,Qassim
28-Oct-18,10:00,28OCT18:10:00,20,COA,Qassim
29-Oct-18,10:00,29OCT18:10:00,19,COA,Qassim
30-Oct-18,10:00,30OCT18:10:00,20,COA,Qassim
31-Oct-18,10:00,31OCT18:10:00,22,COA,Qassim
1-Nov-18,10:00,01NOV18:10:00,15,COA,Qassim
2-Nov-18,10:00,02NOV18:10:00,16,COA,Qassim
3-Nov-18,10:00,03NOV18:10:00,15,COA,Qassim
4-Nov-18,10:00,04NOV18:10:00,20,COA,Qassim
5-Nov-18,10:00,05NOV18:10:00,21,COA,Qassim
6-Nov-18,10:00,06NOV18:10:00,20,COA,Qassim
7-Nov-18,10:00,07NOV18:10:00,21,COA,Qassim
8-Nov-18,10:00,08NOV18:10:00,22,COA,Qassim
9-Nov-18,10:00,09NOV18:10:00,20,COA,Qassim
10-Nov-18,10:00,10NOV18:10:00,18,COA,Qassim
11-Nov-18,10:00,11NOV18:10:00,17,COA,Qassim
12-Nov-18,10:00,12NOV18:10:00,19,COA,Qassim
13-Nov-18,10:00,13NOV18:10:00,18,COA,Qassim
14-Nov-18,10:00,14NOV18:10:00,19,COA,Qassim
15-Nov-18,10:00,15NOV18:10:00,17,COA,Qassim
16-Nov-18,10:00,16NOV18:10:00,18,COA,Qassim
23-Nov-18,10:00,23NOV18:10:00,17,COA,Qassim
24-Nov-18,10:00,24NOV18:10:00,19,COA,Qassim
25-Nov-18,10:00,25NOV18:10:00,17,COA,Qassim
26-Nov-18,10:00,26NOV18:10:00,16,COA,Qassim
27-Nov-18,10:00,27NOV18:10:00,16,COA,Qassim
28-Nov-18,10:00,28NOV18:10:00,17,COA,Qassim
29-Nov-18,10:00,29NOV18:10:00,19,COA,Qassim
30-Nov-18,10:00,30NOV18:10:00,20,COA,Qassim
1-Oct-19,10:00,01OCT19:10:00,35,COA,Qassim
2-Oct-19,10:00,02OCT19:10:00,35,COA,Qassim
3-Oct-19,10:00,03OCT19:10:00,36,COA,Qassim
5-Oct-19,10:00,05OCT19:10:00,33,COA,Qassim
6-Oct-19,10:00,06OCT19:10:00,36,COA,Qassim
7-Oct-19,10:00,07OCT19:10:00,31,COA,Qassim
8-Oct-19,10:00,08OCT19:10:00,34,COA,Qassim
9-Oct-19,10:00,09OCT19:10:00,33,COA,Qassim
10-Oct-19,10:00,10OCT19:10:00,33,COA,Qassim
11-Oct-19,10:00,11OCT19:10:00,33,COA,Qassim
12-Oct-19,10:00,12OCT19:10:00,34,COA,Qassim
13-Oct-19,10:00,13OCT19:10:00,32,COA,Qassim
14-Oct-19,10:00,14OCT19:10:00,32,COA,Qassim
15-Oct-19,10:00,15OCT19:10:00,32,COA,Qassim
16-Oct-19,10:00,16OCT19:10:00,31,COA,Qassim
17-Oct-19,10:00,17OCT19:10:00,29,COA,Qassim
18-Oct-19,10:00,18OCT19:10:00,31,COA,Qassim
19-Oct-19,10:00,19OCT19:10:00,29,COA,Qassim
20-Oct-19,10:00,20OCT19:10:00,31,COA,Qassim
21-Oct-19,10:00,21OCT19:10:00,28,COA,Qassim
22-Oct-19,10:00,22OCT19:10:00,27,COA,Qassim
23-Oct-19,10:00,23OCT19:10:00,29,COA,Qassim
24-Oct-19,10:00,24OCT19:10:00,30,COA,Qassim
25-Oct-19,10:00,25OCT19:10:00,26,COA,Qassim
26-Oct-19,10:00,26OCT19:10:00,25,COA,Qassim
27-Oct-19,10:00,27OCT19:10:00,25,COA,Qassim
28-Oct-19,10:00,28OCT19:10:00,25,COA,Qassim
29-Oct-19,10:00,29OCT19:10:00,25,COA,Qassim
30-Oct-19,10:00,30OCT19:10:00,26,COA,Qassim
31-Oct-19,10:00,31OCT19:10:00,25,COA,Qassim
2-Nov-19,10:00,02NOV19:10:00,26,COA,Qassim
3-Nov-19,10:00,03NOV19:10:00,25,COA,Qassim
4-Nov-19,10:00,04NOV19:10:00,,COA,Qassim
5-Nov-19,10:00,05NOV19:10:00,24,COA,Qassim
6-Nov-19,10:00,06NOV19:10:00,25,COA,Qassim
7-Nov-19,10:00,07NOV19:10:00,28,COA,Qassim
8-Nov-19,10:00,08NOV19:10:00,28,COA,Qassim
9-Nov-19,10:00,09NOV19:10:00,25,COA,Qassim
10-Nov-19,10:00,10NOV19:10:00,24,COA,Qassim
11-Nov-19,10:00,11NOV19:10:00,25,COA,Qassim
12-Nov-19,10:00,12NOV19:10:00,17,COA,Qassim
13-Nov-19,10:00,13NOV19:10:00,21,COA,Qassim
14-Nov-19,10:00,14NOV19:10:00,18,COA,Qassim
15-Nov-19,10:00,15NOV19:10:00,20,COA,Qassim
16-Nov-19,10:00,16NOV19:10:00,20,COA,Qassim
17-Nov-19,10:00,17NOV19:10:00,16,COA,Qassim
18-Nov-19,10:00,18NOV19:10:00,15,COA,Qassim
19-Nov-19,10:00,19NOV19:10:00,15,COA,Qassim
20-Nov-19,10:00,20NOV19:10:00,14,COA,Qassim
21-Nov-19,10:00,21NOV19:10:00,14,COA,Qassim
22-Nov-19,10:00,22NOV19:10:00,16,COA,Qassim
23-Nov-19,10:00,23NOV19:10:00,19,COA,Qassim
24-Nov-19,10:00,24NOV19:10:00,21,COA,Qassim
25-Nov-19,10:00,25NOV19:10:00,21,COA,Qassim
26-Nov-19,10:00,26NOV19:10:00,18,COA,Qassim
27-Nov-19,10:00,27NOV19:10:00,19,COA,Qassim
28-Nov-19,10:00,28NOV19:10:00,22,COA,Qassim
29-Nov-19,10:00,29NOV19:10:00,19,COA,Qassim
30-Nov-19,10:00,30NOV19:10:00,17,COA,Qassim
1-Oct-20,10:00,01OCT20:10:00,33,COA,Qassim
2-Oct-20,10:00,02OCT20:10:00,34,COA,Qassim
3-Oct-20,10:00,03OCT20:10:00,31,COA,Qassim
4-Oct-20,10:00,04OCT20:10:00,32,COA,Qassim
5-Oct-20,10:00,05OCT20:10:00,32,COA,Qassim
6-Oct-20,10:00,06OCT20:10:00,32,COA,Qassim
7-Oct-20,10:00,07OCT20:10:00,31,COA,Qassim
8-Oct-20,10:00,08OCT20:10:00,31,COA,Qassim
9-Oct-20,10:00,09OCT20:10:00,30,COA,Qassim
10-Oct-20,10:00,10OCT20:10:00,27,COA,Qassim
11-Oct-20,10:00,11OCT20:10:00,27,COA,Qassim
12-Oct-20,10:00,12OCT20:10:00,26,COA,Qassim
13-Oct-20,10:00,13OCT20:10:00,27,COA,Qassim
14-Oct-20,10:00,14OCT20:10:00,27,COA,Qassim
15-Oct-20,10:00,15OCT20:10:00,29,COA,Qassim
16-Oct-20,10:00,16OCT20:10:00,29,COA,Qassim
17-Oct-20,10:00,17OCT20:10:00,28,COA,Qassim
18-Oct-20,10:00,18OCT20:10:00,26,COA,Qassim
19-Oct-20,10:00,19OCT20:10:00,26,COA,Qassim
20-Oct-20,10:00,20OCT20:10:00,27,COA,Qassim
21-Oct-20,10:00,21OCT20:10:00,26,COA,Qassim
22-Oct-20,10:00,22OCT20:10:00,27,COA,Qassim
23-Oct-20,10:00,23OCT20:10:00,29,COA,Qassim
24-Oct-20,10:00,24OCT20:10:00,26,COA,Qassim
25-Oct-20,10:00,25OCT20:10:00,24,COA,Qassim
26-Oct-20,10:00,26OCT20:10:00,24,COA,Qassim
27-Oct-20,10:00,27OCT20:10:00,25,COA,Qassim
28-Oct-20,10:00,28OCT20:10:00,26,COA,Qassim
29-Oct-20,10:00,29OCT20:10:00,25,COA,Qassim
30-Oct-20,10:00,30OCT20:10:00,24,COA,Qassim
31-Oct-20,10:00,31OCT20:10:00,24,COA,Qassim
1-Nov-20,10:00,01NOV20:10:00,25,COA,Qassim
2-Nov-20,10:00,02NOV20:10:00,26,COA,Qassim
3-Nov-20,10:00,03NOV20:10:00,26,COA,Qassim
4-Nov-20,10:00,04NOV20:10:00,24,COA,Qassim
5-Nov-20,10:00,05NOV20:10:00,24,COA,Qassim
6-Nov-20,10:00,06NOV20:10:00,26,COA,Qassim
7-Nov-20,10:00,07NOV20:10:00,27,COA,Qassim
8-Nov-20,10:00,08NOV20:10:00,24,COA,Qassim
9-Nov-20,10:00,09NOV20:10:00,27,COA,Qassim
10-Nov-20,10:00,10NOV20:10:00,23,COA,Qassim
11-Nov-20,10:00,11NOV20:10:00,26,COA,Qassim
12-Nov-20,10:00,12NOV20:10:00,25,COA,Qassim
13-Nov-20,10:00,13NOV20:10:00,20,COA,Qassim
14-Nov-20,10:00,14NOV20:10:00,20,COA,Qassim
15-Nov-20,10:00,15NOV20:10:00,23,COA,Qassim
16-Nov-20,10:00,16NOV20:10:00,21,COA,Qassim
17-Nov-20,10:00,17NOV20:10:00,19,COA,Qassim
18-Nov-20,10:00,18NOV20:10:00,18,COA,Qassim
19-Nov-20,10:00,19NOV20:10:00,20,COA,Qassim
20-Nov-20,10:00,20NOV20:10:00,23,COA,Qassim
21-Nov-20,10:00,21NOV20:10:00,25,COA,Qassim
22-Nov-20,10:00,22NOV20:10:00,19,COA,Qassim
23-Nov-20,10:00,23NOV20:10:00,17,COA,Qassim
24-Nov-20,10:00,24NOV20:10:00,18,COA,Qassim
25-Nov-20,10:00,25NOV20:10:00,20,COA,Qassim
26-Nov-20,10:00,26NOV20:10:00,24,COA,Qassim
27-Nov-20,10:00,27NOV20:10:00,18,COA,Qassim
28-Nov-20,10:00,28NOV20:10:00,18,COA,Qassim
29-Nov-20,10:00,29NOV20:10:00,16,COA,Qassim
30-Nov-20,10:00,30NOV20:10:00,14,COA,Qassim
1-Jun-16,11:00,01JUN16:11:00,35,COA,Qassim
2-Jun-16,11:00,02JUN16:11:00,37,COA,Qassim
3-Jun-16,11:00,03JUN16:11:00,38,COA,Qassim
4-Jun-16,11:00,04JUN16:11:00,38,COA,Qassim
5-Jun-16,11:00,05JUN16:11:00,39,COA,Qassim
6-Jun-16,11:00,06JUN16:11:00,40,COA,Qassim
7-Jun-16,11:00,07JUN16:11:00,41,COA,Qassim
8-Jun-16,11:00,08JUN16:11:00,40,COA,Qassim
9-Jun-16,11:00,09JUN16:11:00,41,COA,Qassim
10-Jun-16,11:00,10JUN16:11:00,41,COA,Qassim
11-Jun-16,11:00,11JUN16:11:00,36,COA,Qassim
12-Jun-16,11:00,12JUN16:11:00,32,COA,Qassim
13-Jun-16,11:00,13JUN16:11:00,37,COA,Qassim
14-Jun-16,11:00,14JUN16:11:00,38,COA,Qassim
15-Jun-16,11:00,15JUN16:11:00,39,COA,Qassim
16-Jun-16,11:00,16JUN16:11:00,39,COA,Qassim
17-Jun-16,11:00,17JUN16:11:00,31,COA,Qassim
18-Jun-16,11:00,18JUN16:11:00,32,COA,Qassim
19-Jun-16,11:00,19JUN16:11:00,39,COA,Qassim
20-Jun-16,11:00,20JUN16:11:00,39,COA,Qassim
21-Jun-16,11:00,21JUN16:11:00,39,COA,Qassim
22-Jun-16,11:00,22JUN16:11:00,40,COA,Qassim
23-Jun-16,11:00,23JUN16:11:00,40,COA,Qassim
24-Jun-16,11:00,24JUN16:11:00,41,COA,Qassim
25-Jun-16,11:00,25JUN16:11:00,42,COA,Qassim
26-Jun-16,11:00,26JUN16:11:00,42,COA,Qassim
27-Jun-16,11:00,27JUN16:11:00,43,COA,Qassim
28-Jun-16,11:00,28JUN16:11:00,42,COA,Qassim
29-Jun-16,11:00,29JUN16:11:00,42,COA,Qassim
30-Jun-16,11:00,30JUN16:11:00,41,COA,Qassim
1-Jul-16,11:00,01JUL16:11:00,39,COA,Qassim
2-Jul-16,11:00,02JUL16:11:00,40,COA,Qassim
3-Jul-16,11:00,03JUL16:11:00,40,COA,Qassim
4-Jul-16,11:00,04JUL16:11:00,40,COA,Qassim
5-Jul-16,11:00,05JUL16:11:00,40,COA,Qassim
6-Jul-16,11:00,06JUL16:11:00,40,COA,Qassim
7-Jul-16,11:00,07JUL16:11:00,41,COA,Qassim
8-Jul-16,11:00,08JUL16:11:00,40,COA,Qassim
9-Jul-16,11:00,09JUL16:11:00,42,COA,Qassim
10-Jul-16,11:00,10JUL16:11:00,42,COA,Qassim
11-Jul-16,11:00,11JUL16:11:00,40,COA,Qassim
12-Jul-16,11:00,12JUL16:11:00,40,COA,Qassim
13-Jul-16,11:00,13JUL16:11:00,41,COA,Qassim
14-Jul-16,11:00,14JUL16:11:00,40,COA,Qassim
15-Jul-16,11:00,15JUL16:11:00,42,COA,Qassim
16-Jul-16,11:00,16JUL16:11:00,41,COA,Qassim
17-Jul-16,11:00,17JUL16:11:00,42,COA,Qassim
18-Jul-16,11:00,18JUL16:11:00,42,COA,Qassim
19-Jul-16,11:00,19JUL16:11:00,44,COA,Qassim
20-Jul-16,11:00,20JUL16:11:00,43,COA,Qassim
21-Jul-16,11:00,21JUL16:11:00,43,COA,Qassim
22-Jul-16,11:00,22JUL16:11:00,44,COA,Qassim
23-Jul-16,11:00,23JUL16:11:00,43,COA,Qassim
24-Jul-16,11:00,24JUL16:11:00,40,COA,Qassim
25-Jul-16,11:00,25JUL16:11:00,41,COA,Qassim
26-Jul-16,11:00,26JUL16:11:00,43,COA,Qassim
27-Jul-16,11:00,27JUL16:11:00,42,COA,Qassim
28-Jul-16,11:00,28JUL16:11:00,42,COA,Qassim
29-Jul-16,11:00,29JUL16:11:00,40,COA,Qassim
30-Jul-16,11:00,30JUL16:11:00,42,COA,Qassim
31-Jul-16,11:00,31JUL16:11:00,41,COA,Qassim
1-Aug-16,11:00,01AUG16:11:00,42,COA,Qassim
2-Aug-16,11:00,02AUG16:11:00,43,COA,Qassim
3-Aug-16,11:00,03AUG16:11:00,44,COA,Qassim
4-Aug-16,11:00,04AUG16:11:00,43,COA,Qassim
5-Aug-16,11:00,05AUG16:11:00,43,COA,Qassim
6-Aug-16,11:00,06AUG16:11:00,43,COA,Qassim
7-Aug-16,11:00,07AUG16:11:00,41,COA,Qassim
8-Aug-16,11:00,08AUG16:11:00,40,COA,Qassim
9-Aug-16,11:00,09AUG16:11:00,41,COA,Qassim
10-Aug-16,11:00,10AUG16:11:00,40,COA,Qassim
11-Aug-16,11:00,11AUG16:11:00,42,COA,Qassim
12-Aug-16,11:00,12AUG16:11:00,42,COA,Qassim
13-Aug-16,11:00,13AUG16:11:00,43,COA,Qassim
14-Aug-16,11:00,14AUG16:11:00,43,COA,Qassim
15-Aug-16,11:00,15AUG16:11:00,43,COA,Qassim
16-Aug-16,11:00,16AUG16:11:00,40,COA,Qassim
17-Aug-16,11:00,17AUG16:11:00,43,COA,Qassim
18-Aug-16,11:00,18AUG16:11:00,42,COA,Qassim
19-Aug-16,11:00,19AUG16:11:00,41,COA,Qassim
20-Aug-16,11:00,20AUG16:11:00,41,COA,Qassim
21-Aug-16,11:00,21AUG16:11:00,42,COA,Qassim
22-Aug-16,11:00,22AUG16:11:00,42,COA,Qassim
23-Aug-16,11:00,23AUG16:11:00,40,COA,Qassim
24-Aug-16,11:00,24AUG16:11:00,41,COA,Qassim
25-Aug-16,11:00,25AUG16:11:00,40,COA,Qassim
26-Aug-16,11:00,26AUG16:11:00,43,COA,Qassim
27-Aug-16,11:00,27AUG16:11:00,41,COA,Qassim
28-Aug-16,11:00,28AUG16:11:00,41,COA,Qassim
29-Aug-16,11:00,29AUG16:11:00,42,COA,Qassim
30-Aug-16,11:00,30AUG16:11:00,42,COA,Qassim
31-Aug-16,11:00,31AUG16:11:00,41,COA,Qassim
1-Sep-16,11:00,01SEP16:11:00,43,COA,Qassim
2-Sep-16,11:00,02SEP16:11:00,42,COA,Qassim
3-Sep-16,11:00,03SEP16:11:00,40,COA,Qassim
4-Sep-16,11:00,04SEP16:11:00,40,COA,Qassim
5-Sep-16,11:00,05SEP16:11:00,40,COA,Qassim
6-Sep-16,11:00,06SEP16:11:00,39,COA,Qassim
7-Sep-16,11:00,07SEP16:11:00,39,COA,Qassim
8-Sep-16,11:00,08SEP16:11:00,37,COA,Qassim
9-Sep-16,11:00,09SEP16:11:00,39,COA,Qassim
10-Sep-16,11:00,10SEP16:11:00,39,COA,Qassim
11-Sep-16,11:00,11SEP16:11:00,40,COA,Qassim
12-Sep-16,11:00,12SEP16:11:00,38,COA,Qassim
13-Sep-16,11:00,13SEP16:11:00,37,COA,Qassim
14-Sep-16,11:00,14SEP16:11:00,38,COA,Qassim
15-Sep-16,11:00,15SEP16:11:00,38,COA,Qassim
16-Sep-16,11:00,16SEP16:11:00,38,COA,Qassim
17-Sep-16,11:00,17SEP16:11:00,38,COA,Qassim
18-Sep-16,11:00,18SEP16:11:00,38,COA,Qassim
19-Sep-16,11:00,19SEP16:11:00,37,COA,Qassim
20-Sep-16,11:00,20SEP16:11:00,37,COA,Qassim
21-Sep-16,11:00,21SEP16:11:00,38,COA,Qassim
22-Sep-16,11:00,22SEP16:11:00,36,COA,Qassim
23-Sep-16,11:00,23SEP16:11:00,37,COA,Qassim
24-Sep-16,11:00,24SEP16:11:00,36,COA,Qassim
25-Sep-16,11:00,25SEP16:11:00,36,COA,Qassim
26-Sep-16,11:00,26SEP16:11:00,39,COA,Qassim
27-Sep-16,11:00,27SEP16:11:00,38,COA,Qassim
28-Sep-16,11:00,28SEP16:11:00,38,COA,Qassim
30-Sep-16,11:00,30SEP16:11:00,31,COA,Qassim
1-Jun-17,11:00,01JUN17:11:00,37,COA,Qassim
2-Jun-17,11:00,02JUN17:11:00,37,COA,Qassim
3-Jun-17,11:00,03JUN17:11:00,34,COA,Qassim
4-Jun-17,11:00,04JUN17:11:00,35,COA,Qassim
5-Jun-17,11:00,05JUN17:11:00,37,COA,Qassim
6-Jun-17,11:00,06JUN17:11:00,38,COA,Qassim
7-Jun-17,11:00,07JUN17:11:00,40,COA,Qassim
8-Jun-17,11:00,08JUN17:11:00,42,COA,Qassim
9-Jun-17,11:00,09JUN17:11:00,40,COA,Qassim
10-Jun-17,11:00,10JUN17:11:00,43,COA,Qassim
11-Jun-17,11:00,11JUN17:11:00,42,COA,Qassim
12-Jun-17,11:00,12JUN17:11:00,42,COA,Qassim
13-Jun-17,11:00,13JUN17:11:00,44,COA,Qassim
14-Jun-17,11:00,14JUN17:11:00,43,COA,Qassim
15-Jun-17,11:00,15JUN17:11:00,42,COA,Qassim
16-Jun-17,11:00,16JUN17:11:00,38,COA,Qassim
17-Jun-17,11:00,17JUN17:11:00,39,COA,Qassim
18-Jun-17,11:00,18JUN17:11:00,41,COA,Qassim
19-Jun-17,11:00,19JUN17:11:00,41,COA,Qassim
20-Jun-17,11:00,20JUN17:11:00,41,COA,Qassim
21-Jun-17,11:00,21JUN17:11:00,39,COA,Qassim
22-Jun-17,11:00,22JUN17:11:00,39,COA,Qassim
23-Jun-17,11:00,23JUN17:11:00,38,COA,Qassim
24-Jun-17,11:00,24JUN17:11:00,37,COA,Qassim
25-Jun-17,11:00,25JUN17:11:00,37,COA,Qassim
26-Jun-17,11:00,26JUN17:11:00,40,COA,Qassim
27-Jun-17,11:00,27JUN17:11:00,41,COA,Qassim
28-Jun-17,11:00,28JUN17:11:00,41,COA,Qassim
29-Jun-17,11:00,29JUN17:11:00,44,COA,Qassim
1-Jul-17,11:00,01JUL17:11:00,41,COA,Qassim
2-Jul-17,11:00,02JUL17:11:00,42,COA,Qassim
3-Jul-17,11:00,03JUL17:11:00,42,COA,Qassim
4-Jul-17,11:00,04JUL17:11:00,42,COA,Qassim
5-Jul-17,11:00,05JUL17:11:00,44,COA,Qassim
6-Jul-17,11:00,06JUL17:11:00,43,COA,Qassim
7-Jul-17,11:00,07JUL17:11:00,43,COA,Qassim
8-Jul-17,11:00,08JUL17:11:00,42,COA,Qassim
9-Jul-17,11:00,09JUL17:11:00,41,COA,Qassim
10-Jul-17,11:00,10JUL17:11:00,40,COA,Qassim
11-Jul-17,11:00,11JUL17:11:00,42,COA,Qassim
12-Jul-17,11:00,12JUL17:11:00,42,COA,Qassim
13-Jul-17,11:00,13JUL17:11:00,42,COA,Qassim
14-Jul-17,11:00,14JUL17:11:00,42,COA,Qassim
15-Jul-17,11:00,15JUL17:11:00,42,COA,Qassim
16-Jul-17,11:00,16JUL17:11:00,42,COA,Qassim
17-Jul-17,11:00,17JUL17:11:00,42,COA,Qassim
18-Jul-17,11:00,18JUL17:11:00,43,COA,Qassim
19-Jul-17,11:00,19JUL17:11:00,45,COA,Qassim
20-Jul-17,11:00,20JUL17:11:00,42,COA,Qassim
21-Jul-17,11:00,21JUL17:11:00,40,COA,Qassim
22-Jul-17,11:00,22JUL17:11:00,42,COA,Qassim
23-Jul-17,11:00,23JUL17:11:00,44,COA,Qassim
24-Jul-17,11:00,24JUL17:11:00,44,COA,Qassim
25-Jul-17,11:00,25JUL17:11:00,44,COA,Qassim
26-Jul-17,11:00,26JUL17:11:00,43,COA,Qassim
27-Jul-17,11:00,27JUL17:11:00,43,COA,Qassim
28-Jul-17,11:00,28JUL17:11:00,43,COA,Qassim
29-Jul-17,11:00,29JUL17:11:00,43,COA,Qassim
30-Jul-17,11:00,30JUL17:11:00,40,COA,Qassim
31-Jul-17,11:00,31JUL17:11:00,41,COA,Qassim
1-Aug-17,11:00,01AUG17:11:00,43,COA,Qassim
2-Aug-17,11:00,02AUG17:11:00,44,COA,Qassim
3-Aug-17,11:00,03AUG17:11:00,43,COA,Qassim
4-Aug-17,11:00,04AUG17:11:00,44,COA,Qassim
5-Aug-17,11:00,05AUG17:11:00,43,COA,Qassim
6-Aug-17,11:00,06AUG17:11:00,42,COA,Qassim
7-Aug-17,11:00,07AUG17:11:00,43,COA,Qassim
8-Aug-17,11:00,08AUG17:11:00,42,COA,Qassim
9-Aug-17,11:00,09AUG17:11:00,43,COA,Qassim
10-Aug-17,11:00,10AUG17:11:00,44,COA,Qassim
11-Aug-17,11:00,11AUG17:11:00,45,COA,Qassim
12-Aug-17,11:00,12AUG17:11:00,42,COA,Qassim
13-Aug-17,11:00,13AUG17:11:00,43,COA,Qassim
14-Aug-17,11:00,14AUG17:11:00,44,COA,Qassim
15-Aug-17,11:00,15AUG17:11:00,44,COA,Qassim
16-Aug-17,11:00,16AUG17:11:00,43,COA,Qassim
17-Aug-17,11:00,17AUG17:11:00,43,COA,Qassim
18-Aug-17,11:00,18AUG17:11:00,43,COA,Qassim
19-Aug-17,11:00,19AUG17:11:00,43,COA,Qassim
20-Aug-17,11:00,20AUG17:11:00,42,COA,Qassim
21-Aug-17,11:00,21AUG17:11:00,42,COA,Qassim
22-Aug-17,11:00,22AUG17:11:00,43,COA,Qassim
23-Aug-17,11:00,23AUG17:11:00,40,COA,Qassim
24-Aug-17,11:00,24AUG17:11:00,38,COA,Qassim
25-Aug-17,11:00,25AUG17:11:00,40,COA,Qassim
26-Aug-17,11:00,26AUG17:11:00,41,COA,Qassim
27-Aug-17,11:00,27AUG17:11:00,42,COA,Qassim
